date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward,rl_score
2026-03-26,Client,2026-03-24 07:02:00,Naver News,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202603222206175360102916,"[더벨]'글로벌IB·빅파마·AI' 대거 출격, 더벨 바이오 포럼서 만난다","글로벌 빅파마 세션에는 노바티스의 야마구치 아사코(Yamaguchi Asako) 부국장, 베링거인겔하임의 레나 이와이(Lena Iwai) R&D 얼라이언스, 준 한(June Hahn) 글로벌 BD&L 한국 총괄, 아스텔라스의 토모히로 요시다(Tomohiro Yoshida)... ","글로벌 빅파마 세션에는 노바티스의 야마구치 아사코(Yamaguchi Asako) 부국장, 베링거인겔하임의 레나 이와이(Lena Iwai) R&D 얼라이언스, 준 한(June Hahn) 글로벌 BD&L 한국 총괄, 아스텔라스의 토모히로 요시다(Tomohiro Yoshida)... ",local,10,베링거인겔하임,,
2026-03-26,BD,2026-03-25 06:05:00,Naver News,https://www.yna.co.kr/view/AKR20260324140000530?input=1195m,영업대행사 위반행위 제약사 연대책임 명문화…꼬리 자르기 차단 | 연합뉴스,앞으로 제약사가 의약품 영업대행사(CSO; Contract Sales Organization)에 판매를 맡긴 ...,(서울=연합뉴스) 서한기 기자 = 앞으로 제약사가 의약품 영업대행사(CSO; Contract Sales Organization)에 판매를 맡긴 ...,local,10,판촉영업자,,
2026-03-26,Distribution,2026-03-20 14:04:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=531409,"크레소티, '약국 원스탑 서비스' 전용 홈페이지 오픈…'구독 '서비스 - 약사공론",대한민국 약국 IT 솔루션의 선두주자 크레소티(대표이사 박경애)가 자사의 핵심 서비스인 ‘약국 원스탑 서비스’의 전용 홈페이지(onestop-service.co.,대한민국 약국 IT 솔루션의 선두주자 크레소티(대표이사 박경애)가 자사의 핵심 서비스인 ‘약국 원스탑 서비스’의 전용 홈페이지(onestop-service.co.,local,10,지오영,,
2026-03-26,Distribution,2026-03-26 19:01:00,Naver News,http://www.inews24.com/view/1953885,제일제당 비상(非常) 속 올리브영은 비상(飛上),"원가 부담·수요 둔화에 '흔들' vs K-뷰티 확산 타고 '훨훨' CJ그룹의 주요 계열사 간 실적이 대비되는 모습을 보이고 있다. 식품·바이오를 담당하는 CJ제일제당은 수익성 악화와 적자 전환이라는 부담을 안은 반면, H&B 유통을 맡은 CJ올리브영은 사상 최대 실적을 경신하며 고성장을 이어가면서다. 전통 제조업과 플랫폼 기반 유통 사업 간 체력 차이가 분명하게 드러난 것 아니냐는 지적이 나온다.","원가 부담&middot;수요 둔화에 '흔들' vs K-뷰티 확산 타고 '훨훨' CJ그룹의 주요 계열사 간 실적이 대비되는 모습을 보이고 있다. 식품&middot;바이오를 담당하는 CJ제일제당은 수익성 악화와 적자 전환이라는 부담을 안은 반면, H&amp;B 유통을 맡은 CJ올리브영은 사상 최대 실적을 경신하며 고성장을 이어가면서다. 전통 제조업과 플랫폼 기반 유통 사업 간 체력 차이가 분명하게 드러난 것 아니냐는 지적이 나온다.",local,10,CJ,,
2026-03-26,BD,2026-03-26 18:12:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=136424,혁신형 제약기업 인증기준 개선...혁신신약 개발 중심 조성,"기다렸던 혁신형 제약기업 인증기준이 연구개발비 비중 상향과 리베이트 인증기준 개선, 외국계 혁신형 제약기업 유형 구분 등으로 귀결됐다. 보건복지부(장관 정은경)는 26일부터 5월 6일까지 혁신형 제약기업 인증기준 개편방안을 담은 '제약산업 육성 및 지원에 관한 특별법'(이하 제약산업법) 시행령·시행규칙·관련 고시를 입법·행정예고했다.개정안은 혁신형 제약기업의 지속적인 연구개발 투자 확대를 유도하기 위해 인증 요건 중‘의약품 매출액 대비 의약품 연구개발비 비율’기준을 2%p씩 상향 조정하되, 기업의 준비기간을 고려하여 시행일로부터 3.","기다렸던 혁신형 제약기업 인증기준이 연구개발비 비중 상향과 리베이트 인증기준 개선, 외국계 혁신형 제약기업 유형 구분 등으로 귀결됐다. 보건복지부(장관 정은경)는 26일부터 5월 6일까지 혁신형 제약기업 인증기준 개편방안을 담은 '제약산업 육성 및 지원에 관한 특별법'(이하 제약산업법) 시행령·시행규칙·관련 고시를 입법·행정예고했다.개정안은 혁신형 제약기업의 지속적인 연구개발 투자 확대를 유도하기 위해 인증 요건 중‘의약품 매출액 대비 의약품 연구개발비 비율’기준을 2%p씩 상향 조정하되, 기업의 준비기간을 고려하여 시행일로부터 3",local,10,제휴,,
2026-03-26,BD,2026-03-26 17:10:00,Naver News,https://www.newspim.com/news/view/20260326001159,"복지부, 혁신형 제약기업 인증 기준 강화…연구개발비 2%p 상향",보건복지부는 혁신형 제약기업의 연구개발(R&D) 투자 확대를 유도하기 위해 인증 요건인 매출액 대비 R&D 비중 기준을 2%포인트(p) 상향하고 리베이트 처분 기준·심사 항목을 전면 개편한다.복지부는 오는 5월.,[세종=뉴스핌] 신도경 기자 = 보건복지부는 혁신형 제약기업의 연구개발(R&D) 투자 확대를 유도하기 위해 인증 요건인 매출액 대비 R&D 비중 기준을 2%포인트(p) 상향하고 리베이트 처분 기준·심사 항목을 전면 개편한다.복지부는 오는 5월,local,10,제휴,,
2026-03-26,BD,2026-03-26 12:20:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3001601,"알테오젠, 바이오젠과 8600억 규모 SC 플랫폼 계약 - 의학신문",알테오젠이 글로벌 제약사 바이오젠과 바이오 의약품 2개 품목의 SC 제형 개발 및 상업화에 대한 독점 라이선스 계약을 체결하면서.,[의학신문·일간보사=유은제 기자]알테오젠이 글로벌 제약사 바이오젠과 바이오 의약품 2개 품목의 SC 제형 개발 및 상업화에 대한 독점 라이선스 계약을 체결하면서,local,10,MSD,,
2026-03-26,Client,2026-03-24 14:28:00,Naver News,https://www.monews.co.kr/news/articleView.html?idxno=410277,"아토젯, 韓 고위험 이상지질혈증 환자서 '초기 병용 전략' 효과 입증 - 메디칼업저버",아토젯(성분명 에제티미브/아토르바스타틴)이 한국인 고위험 이상지질혈증 환자에서 스타틴 증량 이전 '초기 병용 전략'의 유효성을 입증했.,[메디칼업저버 문윤희 기자] 아토젯(성분명 에제티미브/아토르바스타틴)이 한국인 고위험 이상지질혈증 환자에서 스타틴 증량 이전 '초기 병용 전략'의 유효성을 입증했,local,10,오가논,,
2026-03-26,Client,2026-03-26 13:06:00,Naver News,https://www.dailymedi.com/news/news_view.php?wr_id=935021,"BBB 셔틀 치료제, FDA 승인…에이비엘바이오 주목","﻿﻿﻿﻿﻿﻿﻿미국 바이오텍 디날리(Denali Therapeutics)의 혈액-뇌 장벽(BBB) 셔틀 기술 적용 치료제가 미국 식품의약국(FDA) 승인을 획득하면서, 관련 플랫폼 기술을 보유한 에이비엘바이오에 대한 시장 관심이 높아지고 있다.디날리는 “헌터증후군 치료제 ‘AVLAYAH(tividenofusp alfa)’가 FDA로부터 가속 승인을 받았다”고 26일 밝혔다. 해당 치료제는 헌터증후군 환자 신경학적 증상을 타깃으로 하는 효소대체약으로, 기존 치료제들이 해결하지 못했던 중추신경계(CNS) 영역을 겨냥한 것이 특징….","﻿﻿﻿﻿﻿﻿﻿미국 바이오텍 디날리(Denali Therapeutics)의 혈액-뇌 장벽(BBB) 셔틀 기술 적용 치료제가 미국 식품의약국(FDA) 승인을 획득하면서, 관련 플랫폼 기술을 보유한 에이비엘바이오에 대한 시장 관심이 높아지고 있다.디날리는 “헌터증후군 치료제 ‘AVLAYAH(tividenofusp alfa)’가 FDA로부터 가속 승인을 받았다”고 26일 밝혔다. 해당 치료제는 헌터증후군 환자 신경학적 증상을 타깃으로 하는 효소대체약으로, 기존 치료제들이 해결하지 못했던 중추신경계(CNS) 영역을 겨냥한 것이 특징…",local,10,사노피,,
2026-03-26,Client,2026-03-26 05:30:00,Naver News,https://www.medicaltimes.com/Main/News/NewsView.html?ID=1167917&ref=naverpc,[메디칼타임즈] 위고비·마운자로 처방 많아지니 규제?...오남용 우려약 검토,"보건당국이 '위고비(세마글루타이드, 노보노디스크)'와 '마운자로(터제파타이드, 일라이 릴리)'로 대표되는 비만 치료 신약의 '오남용 우려 의약품'으로 지정하기 위한 막바지 절차에 돌입해 주목된다.이미 비대면 진료 처방 제한이라는 강력한 조치를 취한 정부가 이번에는 처방과 유통 관리의 고삐를 더욱 죄겠다는 뜻으로 해석된다.다만, 전반적인 사회적 현상을 무시한 채 진료권만 위축하려는 움직임이라는 우려의 목소리도 제기되면서 향후 정부의 정책 방향을 두고 관심이 쏠리고 있다.식품의약품안전처는 임상현장에서 비만 치료제로 활용 중인 마운자로와 위고비에 대해 오남용 우려 의약품 지정을 추진 중이다.정부, 고강도 규제 카드 초읽기26일 제약업계에 따르면, 식품의약품안전처는 다음 달 8일 개최 예정인 중앙약사심의위원회(이하 중앙약심)에 비만치료제 성분에 대한 '오남용 우려 의약품' 지정 안건을 상정할 계획인 것으로 나타났다 . 여기서 '오남용 우려 의약품'은 마약류는 아니지만, 사회적 위해를 끼칠 우려가 큰 전문의약품을 의미한다. 지정 시 약사법에 따라 판매 및 처방 방식에 강력한 법적 제약이 뒤따른다.핵심은 '비급여의 투명화'다.","[메디칼타임즈=문성호 기자] 보건당국이 '위고비(세마글루타이드, 노보노디스크)'와 '마운자로(터제파타이드, 일라이 릴리)'로 대표되는 비만 치료 신약의 '오남용 우려 의약품'으로 지정하기 위한 막바지 절차에 돌입해 주목된다.이미 비대면 진료 처방 제한이라는 강력한 조치를 취한 정부가 이번에는 처방과 유통 관리의 고삐를 더욱 죄겠다는 뜻으로 해석된다.다만, 전반적인 사회적 현상을 무시한 채 진료권만 위축하려는 움직임이라는 우려의 목소리도 제기되면서 향후 정부의 정책 방향을 두고 관심이 쏠리고 있다.식품의약품안전처는 임상현장에서 비만 치료제로 활용 중인 마운자로와 위고비에 대해 오남용 우려 의약품 지정을 추진 중이다.정부, 고강도 규제 카드 초읽기26일 제약업계에 따르면, 식품의약품안전처는 다음 달 8일 개최 예정인 중앙약사심의위원회(이하 중앙약심)에 비만치료제 성분에 대한 '오남용 우려 의약품' 지정 안건을 상정할 계획인 것으로 나타났다 . 여기서 '오남용 우려 의약품'은 마약류는 아니지만, 사회적 위해를 끼칠 우려가 큰 전문의약품을 의미한다. 지정 시 약사법에 따라 판매 및 처방 방식에 강력한 법적 제약이 뒤따른다.핵심은 '비급여의 투명화'다. 오남용 우려 의약품으로 지정된다면 ▲DUR(의약품안전사용서비스) 실시간 점검이 사실상 의무화돼 환자의 '의료 쇼핑'이 원천 차단된다. 또한 ▲원내 조제 및 직접 판매가 금지돼 반드시 원외 처방전을 발행해 약국을 거쳐야 한다. 일부 의원급 의료기관에서 '교육' 명목으로 직접 약을 판매하던 관행에 급제동이 걸리는 셈이다.이 같은 조치는 예견된 바 있다. 지난해 10월 열린 국회 보건복지위원회 국정감사에서 여야 의원들은 위고비 출시 전후로 불거진 '불법 유통'과 '다이어트 성지' 논란을 집중 포화하며 당국의 미온적 대응을 질타했다.당시 오유경 식약처장은",local,10,노보노디스크,,
