date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward,rl_score
2026-02-19,Daily,2026-02-18 22:22:00,Naver News,https://www.dailypharm.com/user/news/335784?REFERER=NP,"송년회 경품에 영화관 대관…공정위, 제약사 리베이트 제재","B제약은 리베이트로 인한 책임 또는 위험을 회피하기 위해 2014년 7월경 영업대행업체(CSO)에게 전문약 영업을 전면 위탁하는 방식으로 영업방식을 전환했다. 공정위는 ""B제약의 병·의원에 대한 리베이트 제공 행위는... ",local,5,CSO,,
2026-02-19,Daily,2026-02-18 18:22:00,Naver News,https://www.dailymedi.com/news/news_view.php?wr_id=933965,"동성제약, 수도권 병·의원 4곳 2억5천만원 리베이트",이후 2014년 7월 전문의약품 영업을 영업대행업체(CSO)에 전면 위탁하는 구조로 전환했지만 리베이트는 중단되지 않았다는 설명이다. 공정위는 동성바이오팜 소속 영업사원 일부가 퇴사 후 별도 CSO를 설립해 동성제약과... ,local,5,CSO,,
2026-02-19,Daily,2026-02-18 18:11:00,Naver News,https://www.newspim.com/news/view/20260218000174,"[AI의 종목 이야기] 일라이릴리, 인도에 1.5조원 투자...""글로벌 수출 허...","감량제 위고비를 생산하는 덴마크 제약사 노보 노디스크와 가격 경쟁을 벌이고 있다. 다음 달 노보 노디스크의 세마글루티드 특허가 만료될 예정인 가운데, 현지 제약사들이 위고비 제네릭 버전을 출시하면서 세계 최대... ",local,5,위고비,,
2026-02-19,Daily,2026-02-18 18:01:00,Naver News,https://www.bloter.net/news/articleView.html?idxno=654572,"[CSO 도입 명암]⑤ CMG제약, 비용 증가 'ETC 외주화' 시험대",영업대행(CSO) 방식을 도입했다. 그러나 단기 비용 부담이 커지며 비용 효율화 성과는 아직 확인되지 않고 있다. 지급수수료의 비정상적 급증이 판매관리비 구조를 흔들면서다. 이에 CSO 도입이 당초 의도했던... ,local,5,CSO,,
2026-02-19,Daily,2026-02-18 17:07:00,Naver News,https://www.newspim.com/news/view/20260218000168,"[AI의 종목 이야기] 印 제약사 닥터 레디스, 60% 저렴한 '위고비 제네릭...","Reddy's Laboratories, 닥터 레디스)가 노보 노디스크의 체중 감량제인 '위고비(Wegovy)' 제네릭 버전을 오리지널... 인도 내 위고비 가격은 가장 낮은 용량(0.25mg)이 1만 850루피(약 17만 4000원), 가장 높은 용량(2.4mg)이 1만... ",local,5,위고비,,
2026-02-19,Daily,2026-02-18 17:04:00,Naver News,https://www.dt.co.kr/article/12047149?ref=naver,‘위고비 천하’ 저물었다…노보 노디스크 올해 ‘역성장’ 전망,비만치료제 ‘위고비’ 개발사인 노보 노디스크가 약가 인하 압력과 점유율 하락 등으로 올해 역성장할 것이라는 전망을 공식화했다. 여기에 위고비의 주성분인 세마글루타이드의 물질 특허 만료가 국가별로 하나둘... ,local,5,위고비,,
2026-02-19,Daily,2026-02-18 16:28:00,Naver News,https://www.cstimes.com/news/articleView.html?idxno=693842,"동성제약, '불법 리베이트 제공'으로 공정위 제재",특히 동성제약은 리베이트를 제공함으로써 생기는 법적 책임이나 위험을 회피하기 위해 2014년 7월경 영업대행업체(CSO)에 전문의약품 영업을 전면 위탁하는 방식으로 영업 방식을 변경하기도 했다. 또 계열사에서... ,local,5,CSO,,
2026-02-19,Daily,2026-02-18 16:20:00,Naver News,https://www.geconomy.co.kr/news/article.html?no=315956,의료인에 2억5천만원 리베이트…동성제약 시정명령,9년간 상품권·현금 제공…공정위 “처방 왜곡 초래” 회생절차 고려 과징금 면제…국제약품도 제재 CSO... 동성제약은 리베이트 위험을 줄이기 위해 2014년 7월 전문의약품 영업을 외부 영업대행업체(CSO)에 위탁했다. 이... ,local,5,CSO,,
2026-02-19,Daily,2026-02-18 14:20:00,Naver News,https://news.tvchosun.com/site/data/html_dir/2026/02/18/2026021890110.html,"동성제약, 9년간 2억5000만원 리베이트…공정위 제재",이 회사는 계열사와 영업대행업체(CSO)를 활용해 장기간 리베이트를 지급한 것으로 드러났다. 공정위는 18일... 이후 2014년 7월부터는 전문의약품 영업을 외부 영업대행업체(CSO)에 전면 위탁하는 방식으로 영업 구조를... ,local,5,CSO,,
2026-02-19,Daily,2026-02-18 13:52:00,Naver News,http://www.4th.kr/news/articleView.html?idxno=2107664,"현금·상품권으로 처방 유도…공정위, 동성제약·국제약품 리베이트 적...","2014년 7월경부터 전문의약품 영업을 영업대행업체(CSO)에 전면 위탁했으며, 이 과정에서 기존 동성바이오팜 영업사원 일부를 설득해 별도의 영업대행업체를 설립하도록 한 뒤 계약을 체결하는 방식으로 리베이트 구조를... ",local,5,CSO,,
