date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,final_score,strategic_score,lgbm_component,is_top20
2026-03-27,Client,2026-03-27 13:18:00,Naver News,https://www.hankyung.com/article/2026032689466,"""K바이오, 빅파마 '특허절벽' 기회""…대박 기업 찾는 법은? [인터뷰+]","""K바이오, 빅파마 '특허절벽' 기회""…대박 기업 찾는 법은? [인터뷰+], TIGER 기술이전바이오액티브 ETF 운용하는 송재원 매니저 상장 후 8일간 비교지수 대비 11%P 초과수익 ""글로벌 매출 1위 의약품 키트루다 특허 2028년 만료"" ""韓바이오 역량 크게 향상…기술이전 경험 축적 덕분"" ""글로벌 투자 컨퍼런스 및 학회서 신약 개발 트렌드 탐색"" ""누적 기술이전 계약 규모와 시가총액 비교해 분석해야"".","""K바이오, 빅파마 '특허절벽' 기회""…대박 기업 찾는 법은? [인터뷰+], TIGER 기술이전바이오액티브 ETF 운용하는 송재원 매니저 상장 후 8일간 비교지수 대비 11%P 초과수익 ""글로벌 매출 1위 의약품 키트루다 특허 2028년 만료"" ""韓바이오 역량 크게 향상&hellip;기술이전 경험 축적 덕분"" ""글로벌 투자 컨퍼런스 및 학회서 신약 개발 트렌드 탐색"" ""누적 기술이전 계약 규모와 시가총액 비교해 분석해야""",local,10,화이자,,,0,,11.600000000000001,14.0,10,True
2026-03-27,Client,2026-03-25 19:55:00,Naver News,https://news.bizwatch.co.kr/article/healthcare/2026/03/25/0041,"알테오젠, 이번엔 바이오젠…8670억 규모 플랫폼 수출","알테오젠이 MSD, 다이이찌산쿄 등에 이어 글로벌 빅파마인 바이오젠(Biogen)을 새로운 파트너로 맞이하며 인간 히알루로니다제 플랫폼 'ALT-B4'의 확장성을 다시 한번 증명했다.","알테오젠이 MSD, 다이이찌산쿄 등에 이어 글로벌 빅파마인 바이오젠(Biogen)을 새로운 파트너로 맞이하며 인간 히알루로니다제 플랫폼 &#39;ALT-B4&#39;의 확장성을 다시 한번 증명했다.    알테오...",local,10,바이오젠,,,0,,11.600000000000001,14.0,10,True
2026-03-27,Client,2026-03-26 22:10:00,Naver News,http://www.econonews.co.kr/news/articleView.html?idxno=432864,"식품의약품안전처, '식품부당행위긴급대응단' 출범...""AI 가짜의사 약·식품광고 근절""","식품의약품안전처는 지난 24일 온라인을 중심으로 증가하는 식품 부당광고 및 소비자 기만행위의 신속하고 체계적인 대응을 위해 '식품부당행위긴급대응단'을 공식 출범했다고 25일 밝혔다.식약처에 따르면 최근 온라인을 중심으로 먹는 위고비·마운자로 등과 같은 의약품 명칭을 모방한 식품 광고와 인공지능(AI)을 활용한 가짜 전문가 추천 광고 등이 증가하고 있다. 이에 따라, 소비자 피해를 예방하고 건전한 유통질서를 확립하기 위한 통합 대응체계 마련의 필요성이 커지고 있다.식약처는 가짜·조작·왜곡 정보, 부당광고 등.","[이코노뉴스=이종수 기자] 식품의약품안전처는 지난 24일 온라인을 중심으로 증가하는 식품 부당광고 및 소비자 기만행위의 신속하고 체계적인 대응을 위해 '식품부당행위긴급대응단'을 공식 출범했다고 25일 밝혔다.식약처에 따르면 최근 온라인을 중심으로 먹는 위고비·마운자로 등과 같은 의약품 명칭을 모방한 식품 광고와 인공지능(AI)을 활용한 가짜 전문가 추천 광고 등이 증가하고 있다. 이에 따라, 소비자 피해를 예방하고 건전한 유통질서를 확립하기 위한 통합 대응체계 마련의 필요성이 커지고 있다.식약처는 가짜·조작·왜곡 정보, 부당광고 등",local,10,마운자로,,,0,,11.600000000000001,14.0,10,True
2026-03-27,BD,2026-03-27 16:08:00,Naver News,http://www.whosaeng.com/169268,≪후생신보≫ 베링거인겔하임 매출 7.3% 성장...혁신 신약 2건 출시 주효,베링거인겔하임의 2025년 매출이 전년 대비 7.3% 성장했다. 2건의 혁신 신약 출시가 주효했다는 평가다. 베링거인겔하임이 인체의약품.,【후생신보】 베링거인겔하임의 2025년 매출이 전년 대비 7.3% 성장했다. 2건의 혁신 신약 출시가 주효했다는 평가다.   베링거인겔하임이 인체의약품,local,10,백신,,,0,,11.600000000000001,14.0,10,True
2026-03-27,BD,2026-03-27 17:24:00,Naver News,https://www.ajunews.com/view/20260327140557981,"제약사들, 코프로모션으로 영업력 결합…포트폴리오 확장 나서 | 아주경제",오리지널 의약품을 보유한 다국적제약사와 국내 영업망을 갖춘 제약사 간 코프로모션(공동판매)이 이어지고 있다.각 사의 강점을 결합해 시장 안착 속도와 매출을 끌어올...,오리지널 의약품을 보유한 다국적제약사와 국내 영업망을 갖춘 제약사 간 코프로모션(공동판매)이 이어지고 있다.각 사의 강점을 결합해 시장 안착 속도와 매출을 끌어올...,local,10,공동판매,,,0,,11.2,13.0,10,True
2026-03-27,Distribution,2026-03-23 06:00:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3001195,다국적제약사 잇따른 의약품 품절 공문…체계적 관리 필요 - 의학신문,최근 다국적 제약사들이 의약품 유통업체와 의료기관에 품절 관련 공문을 발송하면서 환자 치료에 차질이 우려되고 있다.23일 관련업계.,[의학신문·일간보사=김상일 기자]최근 다국적 제약사들이 의약품 유통업체와 의료기관에 품절 관련 공문을 발송하면서 환자 치료에 차질이 우려되고 있다.23일 관련업계,local,10,오펠라,,,0,,11.2,13.0,10,True
2026-03-27,BD,2026-03-26 14:20:00,Naver News,https://www.pinpointnews.co.kr/news/articleView.html?idxno=440204,사업 다각화 속도전…백신으로 눈 돌린 제약사들,"국내 제약사들이 백신 사업에 속속 뛰어들며 포트폴리오 재편에 나서고 있다. 전문의약품(ETC) 대비 안정적인 수익원을 확보하려는 움직임으로, 다국적 제약사와의 코프로모션 전략이 빠르게 확산되는 추세다.26일 업계에 따르면 휴온스는 최근 사노피와 백신 5종에 대한 국내 유통 및 코프로모션 계약을 체결하고 전담 조직인 백신사업부까지 신설했다. 이로써 독감, A형간염, 수막구균 등 주요 백신을 국내 시장에 공급하기 위한 체계를 갖췄다.","국내 제약사들이 백신 사업에 속속 뛰어들며 포트폴리오 재편에 나서고 있다. 전문의약품(ETC) 대비 안정적인 수익원을 확보하려는 움직임으로, 다국적 제약사와의 코프로모션 전략이 빠르게 확산되는 추세다.26일 업계에 따르면 휴온스는 최근 사노피와 백신 5종에 대한 국내 유통 및 코프로모션 계약을 체결하고 전담 조직인 백신사업부까지 신설했다. 이로써 독감, A형간염, 수막구균 등 주요 백신을 국내 시장에 공급하기 위한 체계를 갖췄다. 주사제 영업력과 콜드체인 유통 경험 등 기존 역량을 기반으로 빠르게 시장에 안착하겠다는 복안이다.광동제",local,10,코프로모션,,,0,,11.2,13.0,10,True
2026-03-27,BD,2026-03-25 22:58:00,Naver News,https://www.ziksir.com/news/articleView.html?idxno=128519,"휴온스, 백신 사업 진출…사노피와 5종 백신 유통 계약 체결","휴온스가 글로벌 바이오제약 기업 사노피의 한국법인(사노피)와 함께 백신 시장에 진출한다.휴온스는 사노피와 백신 주사제 5종에 대한 국내 유통 및 코프로모션(Co-promotion) 계약을 25일 체결했다.휴온스는 오는 4월 1일부터 ▲인플루엔자 백신 ‘박씨그리프(standard-dose)’ 및 ‘에플루엘다(high-dose)’, 성인 대상 접종 영역에서의 ▲디프테리아·파상풍·백일해 백신 ‘아다셀’ ▲A형간염 백신 ‘아박심160’ ▲수막구균 백신 ’멘쿼드피’ 등 총 5종의 백신에 대한 국내 유통 및 프로모션을.","[직썰 / 성유창 기자] 휴온스가 글로벌 바이오제약 기업 사노피의 한국법인(사노피)와 함께 백신 시장에 진출한다.휴온스는 사노피와 백신 주사제 5종에 대한 국내 유통 및 코프로모션(Co-promotion) 계약을 25일 체결했다.휴온스는 오는 4월 1일부터 ▲인플루엔자 백신 ‘박씨그리프(standard-dose)’ 및 ‘에플루엘다(high-dose)’, 성인 대상 접종 영역에서의 ▲디프테리아·파상풍·백일해 백신 ‘아다셀’ ▲A형간염 백신 ‘아박심160’ ▲수막구균 백신 ’멘쿼드피’ 등 총 5종의 백신에 대한 국내 유통 및 프로모션을",local,10,코프로모션,,,0,,11.2,13.0,10,True
2026-03-27,Distribution,2026-03-24 09:32:00,Naver News,http://www.kdfnews.com/news/articleView.html?idxno=180663,이란에 발목 잡힌 K-뷰티·K-바이오...11조 수출 신기록 직격탄 [중동전쟁],"한국 K-뷰티와 K-바이오 기업들이 중동 시장을 다음 성장 거점으로 낙점하고 허가 취득과 유통 파트너 확보를 마친 시점에 중동 전쟁이 터지며 진출 전략 전반에 불확실성이 커지고 있다.국내 보툴리눔 톡신(보톡스) 3사의 중동 공략은 최근 1~2년 사이 가시적인 성과를 냈다. 휴젤은 쿠웨이트에 이어 UAE 허가를 취득하고 두바이 유통사 메디카그룹과 손잡아 걸프 전역으로 보툴락스 공급망을 구축했다. 대웅제약은 사우디아라비아에 보툴리눔 톡신 나보타를 들여간 첫 아시아 기업이 됐고, 메디톡스는 UAE에서 히알루론산 필러 뉴라미스 허가를 받은.","한국 K-뷰티와 K-바이오 기업들이 중동 시장을 다음 성장 거점으로 낙점하고 허가 취득과 유통 파트너 확보를 마친 시점에 중동 전쟁이 터지며 진출 전략 전반에 불확실성이 커지고 있다.국내 보툴리눔 톡신(보톡스) 3사의 중동 공략은 최근 1~2년 사이 가시적인 성과를 냈다. 휴젤은 쿠웨이트에 이어 UAE 허가를 취득하고 두바이 유통사 메디카그룹과 손잡아 걸프 전역으로 보툴락스 공급망을 구축했다. 대웅제약은 사우디아라비아에 보툴리눔 톡신 나보타를 들여간 첫 아시아 기업이 됐고, 메디톡스는 UAE에서 히알루론산 필러 뉴라미스 허가를 받은",local,10,DHL,,,0,,11.2,13.0,10,True
2026-03-27,BD,2026-03-25 22:22:00,Naver News,https://www.hani.co.kr/arti/hanihealth/pharm/1251120.html,"[제약바이오 소식] 휴온스, 사노피와 협력해 백신 시장 진출","휴온스가 글로벌 빅파마 중 한 곳인 사노피와 함께 국내 백신 시장에 진출한다. 25일 휴온스그룹 휴온스는 사노피의 한국법인인 사노피코리아와 백신 주사제 5종에 대한 국내 유통 및 코프로모션(Co-promotion·공동판매) 계약을 체결했다. 이에 따라, 휴온스는 오는.","휴온스가 글로벌 빅파마 중 한 곳인 사노피와 함께 국내 백신 시장에 진출한다. 25일 휴온스그룹 휴온스는 사노피의 한국법인인 사노피코리아와 백신 주사제 5종에 대한 국내 유통 및 코프로모션(Co-promotion·공동판매) 계약을 체결했다. 이에 따라, 휴온스는 오는",local,10,코프로모션,,,0,,11.2,13.0,10,True
