date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,score_ag_norm,lgbm_score_norm,final_score,gemini_score,is_duplicate,strategic_insight
2026-02-11,Client,2026-02-10 19:24:00,Naver News,http://www.medical-tribune.co.kr/news/articleView.html?idxno=212877,신장병치료제 '케렌디아' 조기폐경환자 난자 · 배아 확보 성공,"신장·심부전 치료용 경구약물이 난포 성장에 도움이 된다는 연구결과가 나왔다.일본준텐도대학 연구팀이 홍콩대학 연구팀과 함께 미식품의약국(FDA) 승인 약물 리스트를 검사한 결과, 피네레논(상품명 케렌디아, 바이엘)이 조기난소부전(Premature Ovarian Insufficiency,.",local,5,바이엘,,,0.22243120461272783,,0.5,0.22243120461272783,0.41672936138381833,,,
2026-02-11,Client,2026-02-11 11:50:00,Naver News,https://www.medicaltimes.com/Main/News/NewsView.html?ID=1167285&ref=naverpc,[메디칼타임즈] 글로벌 빅파마도 멈췄던 4-1BB 난제…국내 기술로 해결,"국내 바이오 기업이 글로벌 제약사들도 해결하지 못했던 면역항암제 분야의 난제를 독자적인 기술력으로 돌파하며 주목받고 있다.글로벌 제약사들이 독성 문제로 잇따라 고배를 마셨던 '4-1BB' 타겟 항암제 분야에서 국내 기업인 에이비엘바이오가 성과를 내며 차세대 치료제의 기준을 새로 쓰고 있다.에이비엘바이오는 차세대 면역항암 타겟인 4-1BB의 효능과 안전성을 분석한 리뷰 논문을 국제학술지 'mAbs'에 게재했다.이중항체 전문기업 에이비엘바이오는 차세대 면역항암 타겟인 4-1BB의 효능과 안전성을 분석한 리뷰 논문을 국제학술지 'mAbs'에 게재했다고 11일 밝혔다.이번 논문은 글로벌 제약사들이 직면했던 기존 4-1BB 단일항체의 한계를 국내 기업의 이중항체 기술로 어떻게 극복했는지에 주목했다는 점에서 의미가 있다.4-1BB는 항암 효과가 강력하지만 전신에 작용할 경우 간 독성을 유발하는 부작용이 고질적인 문제로 지적돼 왔다.실제 BMS의 유렐루맙, 화이자의 유토밀루맙 등이 독성 문제를 해결하지 못 해 개발에 실패한 바 있다.에이비엘바이오는 자체 플랫폼 '그랩바디-T(Grabody-T)'를 통해 암세포가 있는 종양 미세환경에서만 선택적으로 T세포를 활성화하는 방식을 도입했다.이를 통해 독성을 최소화하면서도 항암 효능을 유지하는 전략을 제시한 것이다.실제 임상 성과도 가시화되고 있다. 위암 치료제로 개발 중인 ABL111(Givastomig)은 임상 1b상에서 기존 표준 치료 대비 개선된 효능을 확인하며 '베스트 인 클래스(Best-in-Class)' 신약으로서의 가능성을 보였다.이외에도 ABL503(Ragistomig) 등 4-1BB 기반 파이프라인의 병용요법 확대를 통해 치료 범위를 넓혀가고 있다.이상훈 에이비엘바이오 대표는.",local,5,화이자,,,0.2213093624944049,,0.5,0.2213093624944049,0.4163928087483214,,,
2026-02-11,Client,2026-02-11 10:14:00,Naver News,https://economist.co.kr/article/view/ecn202602110026,"현직 의사 ""위고비 100% 사기…먹는 제품 주의를"" 왜?",142만 구독자를 보유한 유튜브 채널 ‘닥터프랜즈’ 운영자이자 내분비내과 전문의 우창윤이 최근 유행하는 비만치료제 위고비·마운자로에.,local,5,위고비,,,0.21845200588288016,,0.5,0.21845200588288016,0.41553560176486404,,,
2026-02-11,Client,2026-02-10 11:44:00,Naver News,https://it.chosun.com/news/articleView.html?idxno=2023092156773,"역대급 실적 ‘한미약품’, 올해 비만약으로 한번 더 도약하나","한미약품이 창사 이래 최대 실적을 기록하며 ‘실적 회복’을 넘어 ‘성장 재가속’ 국면에 진입했다. 경영권 분쟁 여파로 흔들렸던 체력을 전문경영인 체제 도입 1년 만에 완전히 복원한 데 이어, 올해는 비만치료제를 중심으로 한 신약 모멘텀이 본격화되며 또 한 번의 도약을 노리고 있다.관련.",local,5,MSD,,,0.2151511273596492,,0.5,0.2151511273596492,0.41454533820789474,,,
2026-02-11,Client,2026-02-11 11:32:00,Naver News,https://mdtoday.co.kr/news/view/1065579988407351,"에이비엘바이오, 차세대 면역항암 표적 4-1BB 연구 국제학술지 게재",이중항체 플랫폼 ′그랩바디-T′ 활용한 신약 개발 성과…기존 단일항체 한계 극복 가능성 제시.,local,5,사노피,,,0.21362480703814588,,0.5,0.21362480703814588,0.41408744211144377,,,
2026-02-11,Client,2026-02-10 10:28:00,Naver News,https://www.ebn.co.kr/news/articleView.html?idxno=1699139,"속도 택한 빅파마, 기준 높인 FDA…엇갈린 ‘신약’ 셈법 - 이비엔(EBN)뉴스센터",글로벌 빅파마(거대 제약사)들이 중국 바이오 기업들과 손잡고 대형 투자와 기술 제휴를 통해 신약 개발에 속도를 내고 있다. 다만 중국에서 개발된 신약에 대해 미국.,local,5,BMS,,,0.2111457513476786,,0.5,0.2111457513476786,0.41334372540430353,,,
2026-02-11,Client,2026-02-10 06:44:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=529203,"바이오젠, 고용량 스핀라자로 SMA 반등 노린다…2026년 매출 둔화 ‘경고등’ - 약사공론","바이오젠(Biogen)이 척수성 근위축증(SMA) 치료제 스핀라자(Spinraza)의 매출 감소세 속에서 고용량(HD, high-dose) 제형을 앞세워 반등을.",local,5,바이오젠,,,0.2101095758515521,,0.5,0.2101095758515521,0.41303287275546563,,,
2026-02-11,Client,2026-02-11 06:08:00,Naver News,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=323141,[약업신문]항암치료 피부 부작용 대규모 데이터베이스 구축,‘라 로슈-포제’가 전미 종양간호학회(ONS)와 파트너 관계를 구축했다고 지난 4일 공표해 얼핏 궁금증이 앞서게 하고 있다.양측은 항암치료 유색인종별 피부 부작용 대규모 사진 데이터베이스(repository)를...,local,5,로슈,,,0.20440779074030455,,0.5,0.20440779074030455,0.4113223372220913,,,
2026-02-11,Client,2026-02-10 12:10:00,Naver News,https://www.dailypharm.com/user/news/335615?REFERER=NP,[데일리팜]동아ST 시밀러 매출 '240억→443억'…실적 존재감 시동,동아에스티의 바이오시밀러가 점차적으로 존재감을 키우고 있다. 스텔라라 바이오시밀러 이뮬도사가 실적에 가세하면서 바이오시밀러 매출이 1년 전보다 큰 폭으로 늘었다. 동아에스티 바이오시밀러는 회사 매출에서 차지하는 비중은 크지 않지만 개발에 성공한 2개 제품 모두 해외에서 꾸준한 매출을 올리며 해외사업 성장을 이끌었다. 동아쏘시오그룹의 바이오의약품 계열사 에스티젠바….,local,5,암젠,,,0.20359286713719446,,0.5,0.20359286713719446,0.4110778601411583,,,
2026-02-11,Client,2026-02-10 06:44:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=529202,"바이엘, FXIa 억제제 경쟁서 선두…아순덱시안 3상 성과 공개 - 약사공론",바이엘(Bayer)의 제11혈액응고인자(factor XIa) 억제제 아순덱시안(asundexian)이 3상 임상에서 뇌졸중 위험을 유의하게 낮춘 구체 데이터를 공.,local,5,바이엘,,,0.2003449271541391,,0.5,0.2003449271541391,0.4101034781462417,,,
