date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward,rl_score
2026-02-13,Zuellig,2026-02-11 10:28:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=134547,"지피테라퓨틱스, ‘닥터레디스’와 '니코틴엘' 국내시장 공략","쥴릭파마(Zuellig Pharma)의 커머셜 사업부 지피테라퓨틱스코리아(ZP Therapeutics Korea, 대표: 김정헌)가 글로벌 제약사 닥터레디스(Dr. Reddy’s Laboratories)와의 파트너십을 통해 금연보조제 ‘니코틴엘(Nicotinell)’의 국내 유통 및 판매를 본격화한다고 11일 밝혔다.이번 계약은 단일 제품 도입을 넘어, 지피테라퓨틱스가 컨슈머헬스케어(Consumer Healthcare, CHC) 영역에서 브랜드 상업화 및 시장 확장을 안정적으로 수행할 수 있는 파트너임을 보여주는 사례다.",local,10,쥴릭,,
2026-02-13,Client,2026-02-13 06:04:00,Naver News,https://www.sentv.co.kr/article/view/sentv202602130001,"삼성바이오, 美서도 아일리아 저농도 바이오시밀러 특허 합의",삼성바이오에피스는 안과질환 치료제 '오퓨비즈'의 오리지널 의약품인 '아일리아' 개발사와 합의·라이선스 계약을 체결했다고 지난 12일 밝혔다.,local,10,제형,,
2026-02-13,Client,2026-02-12 18:42:00,Naver News,https://dealsite.co.kr/articles/157005,"현서연 일리아스바이오 이사 ""환자 대상 임상 잰걸음"" - 딜사이트","현 이사는 ""NF-κB를 정밀하게 조절하는 것을 통해 근본적 치료 접근이 가능하다""며 ""이러한 전략을 중심으로 ILB-202을 개발 중""이라고 설명했다. 일리아스바이오는 지난해 호주에서 ILB-202 1a상을 완료했다. 해당 임상은 건강한 성인 자원자 18명을 대상으로 무작위 배정, 이중맹검, 위약대조 방식으로 설계됐다. 또 저·중·고용량 단회 증량시험으로 진행돼 정맥 투여를 통해 안전성, 내약성, 면역원성 및 약력학적 변화를 평가했다.",local,10,MSD,,
2026-02-13,Client,2026-02-12 10:48:00,Naver News,https://www.lcnews.co.kr/news/articleView.html?idxno=123802,[라이센스 제약·헬스 PICK] 정관장·한독제석재단·시지바이오,"라이센스뉴스 = 최은경 기자 | 12일 정관장은 설 명절을 맞아 홀로 계신 어르신들의 건강한 새해를 응원하는 ‘건강이 복이다’ 효(孝)배달 캠페인을 진행하며, 한독제석재단이 11일 서울 마곡에 위치한 한독퓨처콤플렉스 이노베이션홀에서 '제19회 한독제석재단 장학금 및 연구지원금 수여식'을 열고 의대, 약대생과 남북보건의료교육재단 장학생 총 13명, 의약학 교수 총 2명에게 총 1억 5천만원의 장학금과 연구지원금을 전달했다. 시지바이오는 프랑스 파리에서 열린 세계 최대 규모의 미용성형학회 ‘임카스 월드 콩그레스 2026(IMCAS Wo.",local,10,한독,,
2026-02-13,Client,2026-02-12 16:22:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=134655,"다이어트 주사 ‘마운자로·위고비’, '이것' 모르면 효과 없다","최근 비만치료제의 개발과 상용화가 본격화되면서 국내 다이어트 시장의 흐름이 빠르게 변화하고 있다. 과거에는 운동과 식이요법 중심의 체중 감량이 일반적이었다면, 현재는 다이어트 주사인 마운자로·위고비와 같은 비만치료제가 새로운 대안으로 자리잡으며 다이어트 판도를 뒤흔들고 있다는 평가가 나온다.특히 새해를 맞아 체중 감량을 목표로 세우는 이들이 늘어나면서 다이어트 주사를 찾는 수요도 급증했다. 새해 들어 비만치료제 마운자로의 수요가 크게 늘며 전국적으로 품귀 현상까지 나타나고 있다.",local,10,품귀,,
2026-02-13,Client,2026-02-11 16:13:00,Naver News,https://kormedi.com/?p=2789114,"“용 꼬리보단 뱀 머리”… 유유제약, 고양이 의약품 승부수 - 코메디닷컴","유원상 유유제약 대표가 11일 간담회가 끝난 뒤 사옥 7층에 위치한 회의실에서 고양이 '아리'를 소개하고 있다. 사진= 박병탁 기자 “유유제약이 살아나려면 남들이 안 하는 것을 해야 합니다. 고양이 의약품 시장은 흔히 말하는 1조원 시장은 아니지만, 저는 1000억원 시장도.",local,10,베링거인겔하임,,
2026-02-13,Client,2026-02-10 06:02:00,Naver News,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=323084,[약업신문][뷰티누리×민텔] 유럽에선 단순화한 K-스킨케어로 승부,유럽 스킨케어 시장이 경제불황 여파로 제품 수를 줄이고 루틴을 최소화하려는 움직임을 보이고 있다. 소비자들은 화려한 마케팅보다 제품 패키지에 명시된 임상 시험 결과나 전문가의 권고를 제품 선택의 핵심 ...,local,10,로레알,,
2026-02-13,Client,2026-02-13 07:02:00,Naver News,https://www.sentv.co.kr/article/view/sentv202602110272,[기획]건기식도 아닌데...동국제약도 HLB도 파는 '일반식품' 알부민,최근 두쫀쿠(두바이쫀득쿠키)보다 핫한 식품이 있다. 바로 체내 단백질의 하나인 '알부민'이다. 네이버 데이터랩에따르면 지난 1월 29일을 기점으로 알.,local,10,바이오젠,,
2026-02-13,Client,2026-02-12 16:17:00,Naver News,https://news.tf.co.kr/read/economy/2292843.htm,"삼성바이오에피스, 아일리아 분쟁 종결…글로벌 특허 합의 완료 - 경제 | 기사 - 더팩트",유럽 이어 미국 시장 합의미국서 2027년 1월 오퓨비즈 출시 가능삼성바이오에피스가 안과질환 치료제 아일리아의 바이오시밀러 오퓨비즈(성분명 애플리버셉터)를 오는 2027년..,local,10,바이엘,,
2026-02-13,Client,2026-02-12 18:30:00,Naver News,http://www.bizwnews.com/news/articleView.html?idxno=125279,"삼성바이오에피스, '아일리아' 글로벌 특허 장벽 모두 넘었다…""합의 완료""","삼성바이오에피스(대표 김경아)는 안과질환 치료제 오퓨비즈(성분명 애플리버셉트, 아일리아 바이오시밀러) 관련 오리지널 의약품 회사인 리제네론(Regeneron), 바이엘(Bayer)과 2㎎ 제형에 대한 미국 합의·라이선스 계약(Settlement and License Agreement)을 체결했다고 12일 밝혔다.이번 합의에 따라 삼성바이오에피스는 오는 2027년 1월 중 미국에서 오퓨비즈를 출시할 수 있게 됐으며 지난 1월 유럽 등에 이어 아일리아 바이오시밀러에 대한 글로벌 특허 합의를 완료하게 됐다.오퓨비즈는 지난 2.",local,10,리제네론,,
