date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,final_score,strategic_score,lgbm_component,is_top20
2026-04-02,Distribution,2026-04-01 10:22:00,Naver News,http://www.beyondpost.co.kr/view.php?ud=20260401101711941046a9e4dd7f_30,"바임 쥬베룩, ‘PDLLA 어드밴스드 프로텍팅 크림’ 출시","전문 피부 관리 후 케어를 겨냥한 약국 전용 크림 메디컬 에스테틱 전문기업 바임(VAIM)이 전문 피부 관리 후 피부 케어를 위한 ‘쥬베룩 PDLLA 어드밴스드 프로텍팅 크림’을 오는 15일 공식 출시한다고 1일 밝혔다. 이번 제품은 전문 피부 관리 후 피부 진정과 장벽 강화, 콜라겐 재생 환경 최적화를 동시에 고려한 쥬베룩만의 듀얼 베네핏 포뮬라를 적용한 스킨케어 제품이다. 메디컬 에스테틱 후 전문적 홈케어 영역으로의 확장을 본격화한다는 점에서 의미가 있다.","전문 피부 관리 후 케어를 겨냥한 약국 전용 크림
[비욘드포스트 이순곤 기자]   메디컬 에스테틱 전문기업 바임(VAIM)이 전문 피부 관리 후 피부 케어를 위한 ‘쥬베룩 PDLLA 어드밴스드 프로텍팅 크림’을 오는 15일 공식 출시한다고 1일 밝혔다.
이번 제품은 전문 피부 관리 후 피부 진정과 장벽 강화, 콜라겐 재생 환경 최적화를 동시에 고려한 쥬베룩만의 듀얼 베네핏 포뮬라를 적용한 스킨케어 제품이다. 메디컬 에스테틱 후 전문적 홈케어 영역으로의 확장을 본격화한다는 점에서 의미가 있다.
‘쥬베룩 PDLLA 어드밴스드 프로텍팅 크림’은 바임이 축적한 노하우를 바탕으로 설계됐으며, 브랜드 독자 성분인 ‘JUVELOOK PDLLA™’를 적용해 완성도를 높였다. ‘JUVELOOK PDLLA™’와 판테놀, MMP Care Complex 성분이 함유된 ‘쥬베룩 PDLLA 어드밴스드 프로텍팅 크림’은 임상 시험을 통해 열/물리적 자극에 의한 피부 진정 효과와 인간진피섬유아세포 내 콜라게나제 생성 저해에 도움을 주는 것을 확인한 제품이다.  이를 통해 전문 피부 관리 후 민감해진 피부를 빠르게 진정시키고 피부 장벽을 강화하는 동시에, 콜라겐 피부 재생 및 탄성 복원 환경을 최적화할 수 있도록 설계됐다.
‘쥬베룩 PDLLA 어드밴스드 프로텍팅 크림’은 오는 15일 공식 출시 이후 가까운 약국에서 구매할 수 있으며, 약국 및 약사는 바로팜을 통해 제품을 공급받을 수 있다.
바임 박종현 대표는 “전문 피부 관리 후 빠른 회복과 효과를 원하는 소비자의 니즈에 대응하기 위해, JUVELOOK PDLLA™가 가진 원료적 장점을 최대한 살려 설계한 제품”이라고 말했다. 이어 “이 제품을 시작으로 전문 피부 관리 전·후 홈케어 영역으로 쥬베룩 스킨케어의 입지를 확대해 나갈 계획”이라고 덧붙였다.
sglee640@beyondpost.co.kr",local,10,바로팜,,,0,,12.8,17.0,10,True
2026-04-02,Distribution,2026-03-31 19:35:00,Naver News,https://www.mt.co.kr/industry/2026/03/31/2026033117295233476,"E4A, 사업자 전용 온라인몰 오픈.. B2B 시장 공략 - 머니투데이",기능성 스포츠 영양 전문 기업 'E4A(이포에이)'가 약국·병원·피트니스 시설 사업자를 위한 전용 공식 온라인몰을 오픈했다고 31일 밝혔다. 도매 거래 및 대량 주문 구조를 기반으로 △헬스장 △스포츠 센터 △약국 △병원 등으로 유통 파트너를 확대한다는 전략이다.,기능성 스포츠 영양 전문 기업 'E4A(이포에이)'가 약국·병원·피트니스 시설 사업자를 위한 전용 공식 온라인몰을 오픈했다고 31일 밝혔다. 도매 거래 및 대량 주문 구조를 기반으로 △헬스장 △스포츠 센터 △약국 △병원 등으로 유통 파트너를 확대한다는 전략이다.,local,10,바로팜,,,0,,12.8,17.0,10,True
2026-04-02,Distribution,2026-04-03 06:02:00,Naver News,https://www.dailypharm.com/user/news/337130?REFERER=NP,"[데일리팜]지오영, 현금성자산 1년 새 7배↑…실적 개선으로 곳간 회복",국내 의약품 유통 1위 기업 지오영이 최대주주 변경 이후 실적 개선을 바탕으로 현금 곳간을 다시 채웠다. 지난 2024년 최대주주 변경 과정에서 크게 줄었던 현금성자산은 1년 만에 7배 이상 늘어나며 1000억원대를 회복했다. 매출과 영업이익 모두 역대 최고 기록을 세우며 영업활동 현금흐름이 크게 개선된 결과로 풀이된다. 외형 성장 속 수익성 개선…영업이익률 2%대 복구 3일 금융감….,국내 의약품 유통 1위 기업 지오영이 최대주주 변경 이후 실적 개선을 바탕으로 현금 곳간을 다시 채웠다. 지난 2024년 최대주주 변경 과정에서 크게 줄었던 현금성자산은 1년 만에 7배 이상 늘어나며 1000억원대를 회복했다. 매출과 영업이익 모두 역대 최고 기록을 세우며 영업활동 현금흐름이 크게 개선된 결과로 풀이된다. 외형 성장 속 수익성 개선…영업이익률 2%대 복구 3일 금융감…,local,10,지오영,,,0,,12.0,15.0,10,True
2026-04-02,Distribution,2026-04-02 08:50:00,Naver News,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065570416180480,"지오영, 창사 첫 매출 5조 벽 돌파…3PL·4PL 앞세워 영업익 28% 급증","지오영, 창사 첫 매출 5조 벽 돌파…3PL·4PL 앞세워 영업익 28% 급증 [메가경제=주영래 기자] 지오영그룹이 창사 이래 처음으로 연매출 5조원을 돌파했다. 의약품 유통 본업의 안정적인 성장에 더해 3자물류(3PL)·4자물류(4PL) 등 고부가가치 물류사업, 병원 구매대행(GPO), 방사성의약품, 헬스케어 IT 계열사 전반이 고르게 성장한 결과다.국내 최대 헬스케어 플랫폼 지오영은 1일 2025년 연결 기준 매출 5조3509억원.","지오영, 창사 첫 매출 5조 벽 돌파…3PL·4PL 앞세워 영업익 28% 급증 [메가경제=주영래 기자] 지오영그룹이 창사 이래 처음으로 연매출 5조원을 돌파했다. 의약품 유통 본업의 안정적인 성장에 더해 3자물류(3PL)·4자물류(4PL) 등 고부가가치 물류사업, 병원 구매대행(GPO), 방사성의약품, 헬스케어 IT 계열사 전반이 고르게 성장한 결과다.국내 최대 헬스케어 플랫폼 지오영은 1일 2025년 연결 기준 매출 5조3509억원",local,10,지오영,,,0,,12.0,15.0,10,False
2026-04-02,Client,2026-04-02 18:18:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=136742,요로상피암 ‘파드셉’ㆍ뇌졸중 ‘메탈라제’ 급여 첫 관문 통과,"한국베링거인겔하임의 급성 허혈성 뇌졸중 치료제 '메탈라제주사'(테넥테플라제)와 한국아스텔라스제약의 요로상피암 치료제 '파드셉주'(엔포투맙베도틴)가 보험급여 첫 관문을 무사히 넘어섰다. 또 제일약품의 과민성 방광의 배뇨 절박감, 빈뇨 및 절박성 요실금 증상의 치료제 '베오바정'(비베그론)도 조건부로 통과했다.건강보험심사평가원(원장 강중구)은 올해 제4차 약제급여평가위원회에서 심의한 결과를 2일 공개했다.이날 약평위는 메디팁의 활동성의 중증 육아종증 다발혈관염(GPA), 현미경적 다발혈관염(MPA) 성인 환자 치료제로 심사에 올라온 '.","한국베링거인겔하임의 급성 허혈성 뇌졸중 치료제 '메탈라제주사'(테넥테플라제)와 한국아스텔라스제약의 요로상피암 치료제 '파드셉주'(엔포투맙베도틴)가 보험급여 첫 관문을 무사히 넘어섰다. 또 제일약품의 과민성 방광의 배뇨 절박감, 빈뇨 및 절박성 요실금 증상의 치료제 '베오바정'(비베그론)도 조건부로 통과했다.건강보험심사평가원(원장 강중구)은 올해 제4차 약제급여평가위원회에서 심의한 결과를 2일 공개했다.이날 약평위는 메디팁의 활동성의 중증 육아종증 다발혈관염(GPA), 현미경적 다발혈관염(MPA) 성인 환자 치료제로 심사에 올라온 '",local,10,베링거인겔하임,,,0,,11.600000000000001,14.0,10,True
2026-04-02,Client,2026-04-02 18:14:00,Naver News,https://www.medipana.com/news/articleView.html?idxno=409202,요로상피세포암 1차 '파드셉' 약평위 통과‥'블린사이토' 급여 확대 - 메디파나뉴스,요로상피세포암 1차 치료제인 '파드셉(엔포투맙 베도틴)'이 약제급여평가위원회의 문턱을 넘었다.급성 림프모구성 백혈병(ALL) 관해.,[메디파나뉴스 = 박으뜸 기자] 요로상피세포암 1차 치료제인 '파드셉(엔포투맙 베도틴)'이 약제급여평가위원회의 문턱을 넘었다.급성 림프모구성 백혈병(ALL) 관해,local,10,베링거인겔하임,,,0,,11.600000000000001,14.0,10,True
2026-04-02,Client,2026-04-02 18:10:00,Naver News,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3037946,"노보노디스크제약, '파트너링 데이 2026' 개최","노보노디스크제약은 지난 1일 서울 양재동 엘타워에서 '노보 노디스크 파트너링 데이(Novo Nordisk Partnering Day 2026)'를 개최했다고 밝혔다.이번 파트너링 데이는 당뇨, 비만, 심혈관계 및 희귀 혈액 질환 등 의료 미충족 수요 분야에서 혁신 기술을 보유한 국내 기업을 발굴하고, 글로벌 파트너십 및 투자 기회를 제공하기 위해 마련됐다.행사에서는 이날 참석한 총 120여명의 국내 바이오·헬스케어 분야 관계자를 대상으로 기술 피칭 콘테스트가 진행됐다. 30여 개 기업이 기술 피칭을 위한 서면 자료를 제출했고, 그중.","노보노디스크제약은 지난 1일 서울 양재동 엘타워에서 '노보 노디스크 파트너링 데이(Novo Nordisk Partnering Day 2026)'를 개최했다고 밝혔다.이번 파트너링 데이는 당뇨, 비만, 심혈관계 및 희귀 혈액 질환 등 의료 미충족 수요 분야에서 혁신 기술을 보유한 국내 기업을 발굴하고, 글로벌 파트너십 및 투자 기회를 제공하기 위해 마련됐다.행사에서는 이날 참석한 총 120여명의 국내 바이오·헬스케어 분야 관계자를 대상으로 기술 피칭 콘테스트가 진행됐다. 30여 개 기업이 기술 피칭을 위한 서면 자료를 제출했고, 그중",local,10,노보노디스크,,,0,,11.600000000000001,14.0,10,True
2026-04-02,Client,2026-04-02 11:35:00,Naver News,https://www.bloter.net/news/articleView.html?idxno=658407,[휴온스바이오파마 IPO] ⑤중국 파트너 아이메이커는 '양날의 검',휴온스바이오파마의 기업가치 중 핵심은 중국 시장에서의 성공 여부다. 이를 위해서는 2대주주인 중국 아이메이커와의 지속적인 협력관계가 무엇보다 중요하다. 이에 현지 영업망을 확보한 아이메이커의 역할이 커질 것으로 보인다.다만 향후 아이메이커에 대한 의존도가 높아질 경우 부담으로 작용할.,휴온스바이오파마의 기업가치 중 핵심은 중국 시장에서의 성공 여부다. 이를 위해서는 2대주주인 중국 아이메이커와의 지속적인 협력관계가 무엇보다 중요하다. 이에 현지 영업망을 확보한 아이메이커의 역할이 커질 것으로 보인다.다만 향후 아이메이커에 대한 의존도가 높아질 경우 부담으로 작용할,local,10,바이오젠,,,0,,11.600000000000001,14.0,10,True
2026-04-02,Client,2026-04-02 18:24:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3002285,"요로상피암 치료제 '파드셉', 키트루다 병용요법으로 약평위 급여심의 통과 - 의학신문","아스텔라스의 요로상피암 항암제인 파드셉(성분명 엔포투맙베도틴)이 키트루다(성분명 펨브롤리주맙)와 병용요법으로, 건강보험심사평가원.","[의학신문·일간보사=이재원 기자] 아스텔라스의 요로상피암 항암제인 파드셉(성분명 엔포투맙베도틴)이 키트루다(성분명 펨브롤리주맙)와 병용요법으로, 건강보험심사평가원",local,10,베링거인겔하임,,,0,,11.600000000000001,14.0,10,True
2026-04-02,BD,2026-04-03 06:12:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=75052,"혁신, 준혁신 등급보다 '내 포트폴리오 품질'이 나를 구하는 시대 맞아","기획 제약산업 생존 공식이 달라진다1편은 고령화가 시장을 어떻게 다시 쓰고 있는지, 2편은 그 성장하는 시장 위에 약가개편이라는 충격이 어떻게 겹쳐지는 지 살폈다. 남은 질문은 하나다. 흔들리는 판에서 어떤 기업이 버티고, 어떤 기업이 흔들리는가. 데이터가 보여주는 답은 단순하다. 제네릭이 아니라 독자 허가체계 품목, 특허보호 품목, 별도산정 기준 제품 뿐이다.① 노인이 의약품 시장을 다시 쓰고 있다② 약가개편이 바꿀 '틀' 누가 울고 웃나③ 제네릭 많은 곳에 제약사야 가지마라제네릭 울타리 밖 '물건'이 필요하다약가개편의 핵심 타깃.","기획 제약산업 생존 공식이 달라진다1편은 고령화가 시장을 어떻게 다시 쓰고 있는지, 2편은 그 성장하는 시장 위에 약가개편이라는 충격이 어떻게 겹쳐지는 지 살폈다. 남은 질문은 하나다. 흔들리는 판에서 어떤 기업이 버티고, 어떤 기업이 흔들리는가. 데이터가 보여주는 답은 단순하다. 제네릭이 아니라 독자 허가체계 품목, 특허보호 품목, 별도산정 기준 제품 뿐이다.① 노인이 의약품 시장을 다시 쓰고 있다② 약가개편이 바꿀 '틀' 누가 울고 웃나③ 제네릭 많은 곳에 제약사야 가지마라제네릭 울타리 밖 '물건'이 필요하다약가개편의 핵심 타깃",local,10,공동판매,,,0,,11.2,13.0,10,True
