date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward,rl_score
2026-01-23,Distribution,2026-01-02 09:06:00,Naver News,https://www.kpanews.co.kr/article/show.asp?idx=266671&category=D,올해 의약품 판권 변경 러시…미니린·엘리델 등 공급처 대이동 - 약사공론,"올해 다수 글로벌 제약사 제품의 국내 공급처가 변경되면서 의료기관과 약국의 각별한 주의가 요구된다.의약품유통업계에 따르면 2026년 들어 페링, 메나리니 등 해외.",local,8,메나리니,,
2026-01-23,Distribution,2026-01-23 11:08:00,Naver News,https://www.pinpointnews.co.kr/news/articleView.html?idxno=420818,지놈앤컴퍼니 주가 폭발… K-마이크로바이옴 기술 수출 초읽기,"유전적 결함을 근본적으로 교정하는 유전자 치료제 분석 시장이 미래 먹거리로 부상하며 바이오 섹터의 상승을 주도하고 있다.정부가 첨단재생의료 산업화를 위한 중장기 로드맵 수립에 착수했다는 소식과 함께, 주요 기업들의 기술 수출 논의가 구체화되면서 투자자들의 자금이 빠르게 유입되는 모습이다. 이날 유전자 치료제 및 분석 업종은 핵심 파이프라인의 가치 재평가 속에 평균 2.39% 상승하며 견조한 흐름을 이어간다.23일 한국거래소에 따르면, 이날 오전 11시2분 현재 마이크로바이옴 기반 신약 개발사인 지놈앤컴퍼니는 신약 후보 물질의 글로벌.",local,8,CJ,,
2026-01-23,Distribution,2026-01-16 06:00:00,Naver News,http://www.bosa.co.kr/news/articleView.html?idxno=2268006,"의약품유통협회, 유통마진 법제화 착수…생존권 사수 총력전",의약품유통 마진을 놓고 제약사와 의약품유통업체간 신경전이 계속되고 있는 상황에서 의약품유통협회가 유통마진 법제화를 비롯해 적정 비용 산정 연구 용역에 나서기로 해 주목된다.한국의약품유통협회(회장 박호영)는 지난 15일 오후 협회 회관에서 최종이사회를 개최하고 정부가 추진하고 있는 약가인하 방어 등 현안 문제에 대해서 논의했다.특히 이날 이사회에서는 제약사들의 의약품 유통 마진 인하에 대응책을 마련하기 위해 ‘유통 마진 법제화 및 적정 비용 산정’을 위한 전문 연구 용역을 실시하기로 했다.정부가 추진하.,local,8,판촉영업자,,
2026-01-23,Distribution,2026-01-16 07:02:00,Naver News,https://dealsite.co.kr/articles/155070,"[제약바이오 투자 픽] HK이노엔, '케이캡' 넥스트 공략지 일본 정조준",한편 지난해 3분기 기준 HK이노엔의 투자 포트폴리오에는 ▲퓨쳐메디신(0.8%) ▲와이바이오로직스(0.3%) ▲블루엠텍(0.8%) ▲온코빅스(1.4%) ▲프로티움사이언스 ▲피노바이오 등 다양한 연구개발(R&D) 바이오텍이 담겨... ,local,8,블루엠텍,,
2026-01-23,Distribution,2026-01-13 14:26:00,Naver News,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3035509,"블루엠텍, 의약품 공동구매 서비스 개시","의약품 이커머스 플랫폼 블루팜코리아를 운영하는 블루엠텍이 올해부터 ‘공동구매 서비스’를 선보인다.공동구매 서비스는 회원들의 수요를 모아 제조사부터 공급가 인하를 유도하거나 마진을 낮추는 대신 많은 양을 판매해 수익을 보전하는 방식이다.블루엠텍은 계절성 수요가 집중되는 제품과 비슷한 제품 여럿이 경쟁하는 비급여 의약품의 경우 공동구매 효과가 클 수 있다는 점을 착안해 공동구매 서비스를 구성했다고 13일 밝혔다. 전체 주문량이 구간별 목표 수량을 초과할 때마다 할인 폭이 확대된다. 특히, 주문량 상위 100명 회원에게는 혜택을 2배로.",local,8,블루엠텍,,
2026-01-23,Distribution,2026-01-23 14:00:00,Naver News,http://www.4th.kr/news/articleView.html?idxno=2105706,"농협경제지주, '신년맞이 동반사 상생간담회' 개최","농협중앙회는 농협경제지주가 21일 서울 마포구 농협 하나로유통 대강당에서 ‘2026년 신년맞이 동반사 상생간담회’를 개최했다고 23일 밝혔다.이번 간담회에는 CJ제일제당, 하이트진로, 대상, LG생활건강, 유한킴벌리 등 27개 주요 동반사 관계자가 참석해 상생협력을 결의했다.이날 참석자들은 ▲ 2026년 주요사업 추진계획 ▲ 동반사 주요현안 및 건의사항 ▲ 농심천심운동 동참 등을 협의했으며, 향후 실질적인 동반성장을 위한 간담회를 지속적으로 개최하기로 뜻을 모았다.농협 장상우 마트상품부장은 “농협은 ‘농심천.",local,8,CJ,,
2026-01-23,Distribution,2026-01-23 10:46:00,Naver News,https://www.dailypharm.com/user/news/335090?REFERER=NP,"[데일리팜][부산 영도] ""창고형약국·한약사 네트워크 해결 중요 과제""",부산 영도구약사회(회장 곽현주)는 지난 20일 라발스호텔에서 제64회 정기총회를 열고 올해 사업계획 등을 확정했다. 곽현주 회장(사진)은.,local,8,지오영,,
2026-01-23,Distribution,2026-01-22 09:30:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=267191,"[총회=부산 서구] 황정 신임 분회장 선출 ""투명성 위해 최선"" - 약사공론","부산 서구분회(분회장 박성희)는 16일 오후 7시 부산호텔에서 ‘제64회 정기총회’를 개최하고, 황정 신임 분회장을 선출했다.박성희 분회장은 “유난히 힘들게 느껴.",local,8,지오영,,
2026-01-23,Distribution,2026-01-22 09:30:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=267192,[총회=부산 남수영] 기형적 의약품 확산 규탄 '플랜카드 시위' 진행 - 약사공론,부산 남수영구분회(분회장 정수철)는 17일 오후 3시 30분 벡스코 컨벤션홀에서 ‘제51회 정기총회’를 개최했다정수철 분회장은 “급변하는 보건의료 환경에서 우리.,local,8,지오영,,
2026-01-23,Distribution,2026-01-22 09:30:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=267214,"마포, 최종이사회서 총회 안건 의결 - 약사공론",마포분회(분회장 김은주)는 15일 오후 2025년도 제2차 최종이사회를 개최했다.이날 이사회에는 재적 이사 43명 가운데 25명이 참석해 과반수 출석으로 성원됐다.,local,8,지오영,,
2026-01-23,Distribution,2026-01-22 09:28:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=267162,[총회=포항] 한약사 창고형약국 등 약사법 개정 촉구 - 약사공론,"경상북도 포항시분회는 1월 16일 포항 포마레웨딩컨벤션에서 제64회 신년교례회 및 정기총회를 개최했다. 이날 행사에는 지역 약사회 회원과 유관 단체 관계자, 내빈.",local,8,지오영,,
2026-01-23,Distribution,2026-01-22 09:30:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=267213,"DKSH코리아, '로미플레이트' 재생불량성빈혈 1차요법 급여 추진 - 약사공론",DKSH코리아 헬스케어 사업부는 재생불량성빈혈(AA) 치료제인 로미플레이트주(성분명 로미플로스팀))의 1차 치료요법 급여확대를 추진 중이라고 밝혔다.,local,8,DKSH,,
2026-01-23,Distribution,2026-01-21 11:10:00,Naver News,http://www.veritas-a.com/news/articleView.html?idxno=595128,"광주보건대 임상병리학과, ‘메디-로드 투어’ 프로그램 운영",광주보건대(총장 김경태) 임상병리학과는 2026년 1월 19일부터 20일까지 1박 2일간 서울 DKSH코리아 바이오융합교육센터에서 재학생을 대상으로 '메디-로드 투어' 프로그램을 운영했다고 밝혔다.지역혁신중심 대학지원체계(RISE) 사업의 일환으로 진행된.,local,8,DKSH,,
2026-01-23,Distribution,2026-01-20 14:42:00,Naver News,http://www.doctorstimes.com/news/articleView.html?idxno=236403,[제약업계 소식] 1월 20일,"DKSH코리아, TPO-RA 제제 ‘로미플레이트주’ 중증 재생불량성빈혈 1차요법 급여확대 추진DKSH코리아 헬스케어 사업부는 재생불량성빈혈(AA) 치료제인 로미플레이트주(성분명 로미플로스팀))의 1차 치료요법 급여확대를 추진 중이라고 밝혔다. 현재 로미플레이트주는 기존 면역억제치료에 반응하지 않는 재생불량성빈혈에 한해 2차 치료요법으로 급여가 적용되고 있다. 이번 1차 치료요법 급여확대가 승인되면 이전에 치료경험이 없는 중증 재생불량성빈혈(SAA) 환자에서 면역억제요법과 병용하여 요양급여 적용을 받을 수 있게 된다.재생불량성빈혈(.",local,8,DKSH,,
2026-01-23,Distribution,2026-01-20 11:54:00,Naver News,https://m.skyedaily.com/news_view.html?ID=296028,'로미플레이트주' 재생불량성 빈혈 1차 급여확대 추진,사진=DKSH코리아 로미플레이트주의 재생불량성빈혈 1차 치료요법 급여 확대가 추진된다. 스위스에 본사를 두고 있는 DKSH코리아 헬스케어 사업부는 재생불량성빈혈 치료제 로미플레이트주(성분명 로미플로스팀)의 1차... ,local,8,DKSH,,
