date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,strategic_score,lgbm_component,strategic_score_norm,final_score,is_top20
2026-09-10,Distribution,2026-09-11 07:02:00,Naver News,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202609100743485980105332,[더벨][바로팜 IPO] 가파른 매출 증가 배경 '유통업'…플랫폼 정체성 입...,플랫폼 부문은 온라인 약국 통합 거래소 '바로 팜' 운영 사업이다. 복수의 도매업체가 보유한 재고와 가격을 한 화면에서 비교하고 통합 주문할 수 있도록 하는 플랫폼으로 발생한 거래에 대한 중개수수료가 주요... ,플랫폼 부문은 온라인 약국 통합 거래소 '바로 팜' 운영 사업이다. 복수의 도매업체가 보유한 재고와 가격을 한 화면에서 비교하고 통합 주문할 수 있도록 하는 플랫폼으로 발생한 거래에 대한 중개수수료가 주요... ,local,10,바로팜,,,0.9037740339201583,,13.0,9.037740339201584,5.909090909090909,7.7862805671573145,True
2026-09-10,BD,2026-09-09 10:30:00,Naver News,https://news.bizwatch.co.kr/article/healthcare/2026/09/08/0025,"빅파마-K제약 '판매 동맹' 확산…똘똘한 품목, 실적 바꾼다",글로벌 빅파마의 대형 도입 품목이 국내 전통 제약사들의 실적을 이끄는 또 하나의 축으로 자리 잡고 있다. 글로벌 제약사는 전국 병·의원을 아우르는 국내사의 탄탄한 영업망을 빌려 초기 시장 침투력을 ...,글로벌 빅파마의 대형 도입 품목이 국내 전통 제약사들의 실적을 이끄는 또 하나의 축으로 자리 잡고 있다. 글로벌 제약사는 전국 병&middot;의원을 아우르는 국내사의 탄탄한 영업망을 빌려 초기 시장 침투력을 ...,local,10,코프로모션,,,0.8736223878785753,,13.0,8.736223878785752,5.909090909090909,7.605370690907815,True
2026-09-10,Distribution,2026-09-10 06:00:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3011744,"""백신 못 구하면 거래 끊겠다""… 독감백신 '영업 무기' 됐다 - 의학신문",2026-2027 절기 독감(인플루엔자) 백신 본격 접종 시즌을 앞두고 개원가와 의약품 유통업계가 극심한 '백신 확보 전쟁'에 휩.,[의학신문·일간보사=김상일 기자]2026-2027 절기 독감(인플루엔자) 백신 본격 접종 시즌을 앞두고 개원가와 의약품 유통업계가 극심한 '백신 확보 전쟁'에 휩,local,10,품귀,,,0.8674131705767189,,13.0,8.674131705767188,5.909090909090909,7.568115387096677,True
2026-09-10,BD,2026-09-09 07:02:00,Naver News,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202609081739247680108257,"[더벨]아주약품, 안구건조증 치료제 식약처 허가 '44호' 국산 신약",이미 아주약품은 작년 품목허가 신청 이후 자사 영업망과 코프로모션을 동시에 가동하는 판매 전략을... 아주약품이 직접 영업을 담당하는 동시에 아주홀딩스가 가진 판매권으로 다른 제약사와의 코프로모션도 추진해... ,이미 아주약품은 작년 품목허가 신청 이후 자사 영업망과 코프로모션을 동시에 가동하는 판매 전략을... 아주약품이 직접 영업을 담당하는 동시에 아주홀딩스가 가진 판매권으로 다른 제약사와의 코프로모션도 추진해... ,local,10,코프로모션,,,0.8663080786028603,,13.0,8.663080786028603,5.909090909090909,7.561484835253525,True
2026-09-10,Client,2026-09-07 12:10:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=78932,새 품목들 상반기 성과 거둬... 국내사 캐시카우 육성 품목 모두 선전,"상반기 국내 의약품 시장에 데뷔한 처방의약품 가운데 제일약품 슈퍼항생제 '페트로자'로 두각을 나타났다. 골관절염 치료제 '조인스에프'와 태준제약의 '마이오텍트' 등 특정 층을 노리는 약들도 선전했다.이런 가운데 '리바로젯' 제네릭으로 시장에서 두각을 드러냈던 '페바로젯' 처럼 대박을 노리는 피타바스타틴 계열 복합제 등 캐시카우가 될 만한 품목이 상위권 순위를 차지했다.가 의약품 시장조사기관 아이큐비아의 2025~2026년 상반기 처방의약품 유통실적을 제품론칭일 기준으로 분석한 결과, 각 연도 1~6월 출시된 전문의약품 상.","상반기 국내 의약품 시장에 데뷔한 처방의약품 가운데 제일약품 슈퍼항생제 '페트로자'로 두각을 나타났다. 골관절염 치료제 '조인스에프'와 태준제약의 '마이오텍트' 등 특정 층을 노리는 약들도 선전했다.이런 가운데 '리바로젯' 제네릭으로 시장에서 두각을 드러냈던 '페바로젯' 처럼 대박을 노리는 피타바스타틴 계열 복합제 등 캐시카우가 될 만한 품목이 상위권 순위를 차지했다.가 의약품 시장조사기관 아이큐비아의 2025~2026년 상반기 처방의약품 유통실적을 제품론칭일 기준으로 분석한 결과, 각 연도 1~6월 출시된 전문의약품 상",local,10,아스텔라스,,,0.906006699218295,,10.0,9.06006699218295,4.545454545454545,7.254222013491588,True
2026-09-10,BD,2026-09-06 07:32:00,Naver News,https://www.theguru.co.kr/news/article.html?no=106655,[K바이오 신약대전] '박카스' 동아제약 잊어라…'OTC·더마·글로벌'로 체질전환,"동아제약이 수십 년간 기업의 상징이었던 '박카스' 중심의 내수 제약사 틀을 깨고 체질 재편에 속도를 내고 있다. 일반의약품(OTC)과 더마코스메틱, 글로벌 영역으로 포트폴리오를 다각화하며 고부가가치 헬스케어 기업으로 거듭나는 모습이다. 캐시카우인 박카스의 젊은 층 접점 확대와 더불어 피부 솔루션, 글로벌 브랜드 도입 등이 맞물리며 외.","[더구루=진유진 기자] 동아제약이 수십 년간 기업의 상징이었던 '박카스' 중심의 내수 제약사 틀을 깨고 체질 재편에 속도를 내고 있다. 일반의약품(OTC)과 더마코스메틱, 글로벌 영역으로 포트폴리오를 다각화하며 고부가가치 헬스케어 기업으로 거듭나는 모습이다. 캐시카우인 박카스의 젊은 층 접점 확대와 더불어 피부 솔루션, 글로벌 브랜드 도입 등이 맞물리며 외",local,10,오펠라,,,0.8787559713212079,,10.0,8.78755971321208,4.545454545454545,7.0907176461090655,True
2026-09-10,Client,2026-09-11 06:06:00,Naver News,https://www.medipana.com/news/articleView.html?idxno=417437,"현대약품, 거점 물류 추진…중소 도매, '마진 축소' 우려 - 메디파나뉴스","현대약품이 온라인몰 운영과 거점 물류 위탁을 추진하는 것으로 알려지면서 의약품 유통업계가 거래 구조 변화에 촉각을 곤두세우고 있다. 기존 도매 거래를 유지하더라도 거래금액에 따라 마진을 차등 적용하면, 중소 도매의 수익성이 약화되고 대형 업체로 거래가 집중될 수 있다는 우려다. 10일 업계에 따르면, 현대약품은 내년 1월부터 온라인몰과 함께 거점 여러 곳을.","현대약품이 온라인몰 운영과 거점 물류 위탁을 추진하는 것으로 알려지면서 의약품 유통업계가 거래 구조 변화에 촉각을 곤두세우고 있다. 기존 도매 거래를 유지하더라도 거래금액에 따라 마진을 차등 적용하면, 중소 도매의 수익성이 약화되고 대형 업체로 거래가 집중될 수 있다는 우려다. 10일 업계에 따르면, 현대약품은 내년 1월부터 온라인몰과 함께 거점 여러 곳을",local,10,현대약품,,,0.8733264154253165,,10.0,8.733264154253165,4.545454545454545,7.058140310733717,True
2026-09-10,Client,2026-09-10 12:46:00,Naver News,https://www.medicaltimes.com/Main/News/NewsView.html?ID=1170636&ref=naverpc,[메디칼타임즈] 경구용 신약의 이유 있는 비급여 직행,"최근 국내 제약바이오 시장을 관통하는 묘한 풍경이 있다. 글로벌 혁신 신약들이 환자들의 치료 접근성을 높이기 위해 거쳐야 할 관문인 '건강보험 급여' 논의는 뒷전으로 미뤄둔 채, 잇따라 '비급여' 시장으로 직행하고 있는 현상이다.실제로 편두통 치료 영역에서는 애브비의 '아큅타(아토제판트)'에 이어 화이자의 '너텍(리메제판트)'까지 경구용 신약들이 급여 논의는 제쳐두고 비급여로 국내 임상 현장을 빠르게 공략하고 있다. 칼시토닌 유전자 관련 펩타이드(CGRP) 수용체 길항제 계열의 이들 경구용 신약은 복용 편의성 측면에서 강점을 지녔지만, 온전히 경제적 부담은 환자가 안고 가는 형국이다.여기에 올해 하반기 국내 출시가 예상되는 에자이의 불면증 신약 '데이비고(레보렉산트)' 역시 마찬가지 행보가 예고되어 있다.이 같은 흐름은 신경질환에만 국한되지 않는다.","[메디칼타임즈=문성호 기자]최근 국내 제약바이오 시장을 관통하는 묘한 풍경이 있다. 글로벌 혁신 신약들이 환자들의 치료 접근성을 높이기 위해 거쳐야 할 관문인 '건강보험 급여' 논의는 뒷전으로 미뤄둔 채, 잇따라 '비급여' 시장으로 직행하고 있는 현상이다.실제로 편두통 치료 영역에서는 애브비의 '아큅타(아토제판트)'에 이어 화이자의 '너텍(리메제판트)'까지 경구용 신약들이 급여 논의는 제쳐두고 비급여로 국내 임상 현장을 빠르게 공략하고 있다. 칼시토닌 유전자 관련 펩타이드(CGRP) 수용체 길항제 계열의 이들 경구용 신약은 복용 편의성 측면에서 강점을 지녔지만, 온전히 경제적 부담은 환자가 안고 가는 형국이다.여기에 올해 하반기 국내 출시가 예상되는 에자이의 불면증 신약 '데이비고(레보렉산트)' 역시 마찬가지 행보가 예고되어 있다.이 같은 흐름은 신경질환에만 국한되지 않는다. 노바티스의 만성 두드러기 신약 '랩시도(레미브루티닙)' 또한 상대적으로 고가의 비급여로 출시를 강행한 뒤, 현재로서는",local,10,화이자,,,0.9035801070175545,,8.0,9.035801070175545,3.6363636363636367,6.876026096650782,True
2026-09-10,Distribution,2026-09-08 16:29:00,Naver News,https://www.hankyung.com/article/202609081765i,"케어캠프, 상반기 매출 7292억·영업익 128억…역대 최대","지오영 그룹 케어캠프는 올해 상반기 매출 7292억원, 영업이익 128억원을 기록했다고 8일 밝혔다. 전년 동기 대비 매출은 15.9%, 영업이익은 29.1% 증가했다. 반기 기준 최대다. 올해 상반기 상급 종합병원 중증 수술이 늘면서 수술 관련 품목 수요가 증가했다. 사업개발(BD) 부문도 기존 거래처와 견고한 협력을 바탕으로 꾸준한 성장세를 유지했다. 반기순이익은 84억원으로 전년 동기 대비 53.8% 증가했다.","지오영 그룹 케어캠프는 올해 상반기 매출 7292억원, 영업이익 128억원을 기록했다고 8일 밝혔다. 전년 동기 대비 매출은 15.9%, 영업이익은 29.1% 증가했다. 반기 기준 최대다.
올해 상반기 상급 종합병원 중증 수술이 늘면서 수술 관련 품목 수요가 증가했다. 사업개발(BD) 부문도 기존 거래처와 견고한 협력을 바탕으로 꾸준한 성장세를 유지했다. 반기순이익은 84억원으로 전년 동기 대비 53.8% 증가했다.
조선혜 지오영 그룹 회장은 ""이번 실적은 케어캠프가 병원 구매·물류라는 분야를 하나의 전문 산업으로 성장 시킨 결과""라며 ""병원이 환자 진료라는 본연의 역할에 온전히 집중할 수 있는 환경을 만들겠다""고 했다.
이지현 기자 bluesky@hankyung.com",local,10,지오영,,,0.7798137064986538,,12.0,7.798137064986538,5.454545454545454,6.860700420810104,True
2026-09-10,Client,2026-09-04 17:59:00,Naver News,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=80&CONTENTS_NO=2&bbsGbn=242&bbsSn=242&pNttSn=243751,"중국 의약품 집중구매 제도, 융통성 있는 변화와 향후 전망",'최저가 우선'이던 중국 의약품 집중구매 제도가 올해 제12차에서 약정구매량 미할당 낙찰 등 새 제도를 도입하며 개편됐다. 그동안 참여가 저조했던 오리지널 의약품 1.,&#39;최저가 우선&#39;이던 중국 의약품 집중구매 제도가 올해 제12차에서 약정구매량 미할당 낙찰 등 새 제도를 도입하며 개편됐다. 그동안 참여가 저조했던 오리지널 의약품 1,local,10,애보트,,,0.834048771173528,,10.0,8.34048771173528,4.545454545454545,6.822474445222986,True
