date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward,rl_score
2026-07-16,BD,2026-07-15 12:10:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=77631,"'결국 혈관'... 동맥경화용제와 고혈압치료제, 처방시장 주도했다",국내 동맥경화용제 시장과 고혈압 시장은 상반기에도 시장의 처방을 싹쓸어 담았다. '혈관'을 뚫듯 매출도 천장을 뚫어버린 셈이다.성장률에선 면역·순환·비뇨 계열이 조용히 두 자릿수에 다가섰다. 반면 콜린알포세레이트와 B형간염 치료제가 속한 군은 시장 환경의 변화를 그대로 맞이하는 분위기다.〈히트뉴스〉가 유비스트의 2026년 상반기 원외처방 데이터를 식약처 분류별로 재집계하면 이같은 흐름을 찾을 수 있었다.,국내 동맥경화용제 시장과 고혈압 시장은 상반기에도 시장의 처방을 싹쓸어 담았다. '혈관'을 뚫듯 매출도 천장을 뚫어버린 셈이다.성장률에선 면역·순환·비뇨 계열이 조용히 두 자릿수에 다가섰다. 반면 콜린알포세레이트와 B형간염 치료제가 속한 군은 시장 환경의 변화를 그대로 맞이하는 분위기다.〈히트뉴스〉가 유비스트의 2026년 상반기 원외처방 데이터를 식약처 분류별로 재집계하면 이같은 흐름을 찾을 수 있었다. 지방이 안막혀도 '매출 혈압' 급상승쌍두마차 뒤 P-CAB 3대장품목별 규모 1위는 동맥경화용제였다. 해당 용제의 처방액은 상반기,local,10,코프로모션,,
2026-07-16,Client,2026-07-15 10:38:00,Naver News,https://www.rapportian.com/news/articleView.html?idxno=238288,"입센 ""아이커보, PBC 환자 85%서 ALP 정상화 달성...치료 패러다임 변화""","입센(Ipsen)은 희귀 간 질환 원발성 담즙성 담관염(Primary Biliary Cholangitis, 이하 PBC) 치료제 아이커보®(IQIRVO®, 성분명 엘.","[라포르시안] 입센(Ipsen)은 희귀 간 질환 원발성 담즙성 담관염(Primary Biliary Cholangitis, 이하 PBC) 치료제 아이커보®(IQIRVO®, 성분명 엘",local,10,입센,,
2026-07-16,Client,2026-07-10 11:09:00,Naver News,https://www.news1.kr/bio/pharmaceutical-bio/6224105,"""올해 상반기 美 FDA 승인 바이오시밀러 6개…작년보다 주춤""","Access Denied You don't have permission to access ""http://www.news1.kr/bio/pharmaceutical-bio/6224105"" on this server. Reference #18.8d7b3217.1784239486.d4e6015 https://errors.edgesuite.net/18.8d7b3217.1784239486.d4e6015.","Access Denied
You don't have permission to access ""http://www.news1.kr/bio/pharmaceutical-bio/6224105"" on this server.
Reference #18.8d7b3217.1784239486.d4e6015
https://errors.edgesuite.net/18.8d7b3217.1784239486.d4e6015",local,10,리제네론,,
2026-07-16,BD,2026-07-13 06:02:00,Naver News,https://www.dailypharm.com/user/news/340363?REFERER=NP,[데일리팜]고혈압 3제 신규 조합 등장...트루셋 제네릭 또 시장 진입,"7월에는 산정대상 약제 69개, 신약 30개가 새롭게 급여 등재했다. 뇌전증치료제인 브리바라세탐 성분 29개 품목이 오리지널이 넘지 못한 급여 문턱을 먼저 넘었다. 인다파미드 성분이 조합된 고혈압 3제 복합제가 처음 급여 등재했고, 트루셋 제네릭을 뒤쫓는 후발 제약사가 추가로 급여 진입했다. 또 피타바스타틴·에제티미브 2제 복합제 저용량 격전지에 제약사들의 후속 등재가 이어지….","7월에는 산정대상 약제 69개, 신약 30개가 새롭게 급여 등재했다. 뇌전증치료제인 브리바라세탐 성분 29개 품목이 오리지널이 넘지 못한 급여 문턱을 먼저 넘었다. 인다파미드 성분이 조합된 고혈압 3제 복합제가 처음 급여 등재했고, 트루셋 제네릭을 뒤쫓는 후발 제약사가 추가로 급여 진입했다. 또 피타바스타틴·에제티미브 2제 복합제 저용량 격전지에 제약사들의 후속 등재가 이어지…",local,10,메나리니,,
2026-07-16,BD,2026-07-16 11:58:00,Naver News,https://www.dailypharm.com/user/news/340508?REFERER=NP,"[데일리팜]사노피 뇌수막염백신 '멘쿼드피', 종합병원 처방권 안착","4가 뇌수막염백신 멘쿼드피가 종합병원 처방권에 안착했다. 관련 업계에 따르면 사노피코리아의 침습성 수막구균(A,C,Y,W) 예방백신 멘쿼드피(수막구균 다당류-TT단백접합백신)는 서울대병원, 서울아산병원, 신촌세브란스병원 등 상급종합병원을 비롯해 강동경희대병원, 건국대병원, 국립중앙의료원, 순천향대병원 등 전국 36개 의료기관의 약사위원회(DC, Drug committee)를 통과했다.….","4가 뇌수막염백신 멘쿼드피가 종합병원 처방권에 안착했다. 관련 업계에 따르면 사노피코리아의 침습성 수막구균(A,C,Y,W) 예방백신 멘쿼드피(수막구균 다당류-TT단백접합백신)는 서울대병원, 서울아산병원, 신촌세브란스병원 등 상급종합병원을 비롯해 강동경희대병원, 건국대병원, 국립중앙의료원, 순천향대병원 등 전국 36개 의료기관의 약사위원회(DC, Drug committee)를 통과했다.…",local,10,사노피,,
2026-07-16,Client,2026-07-16 17:00:00,Naver News,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=899239,"대전시, '기업하기 좋은 바이오도시' 조성 속도…전문인력 양성사업 집중 추진",대전시가 '기업하기 좋은 바이오도시' 조성을 위해 세계적인 기업들의 수요에 맞춘 전문인력 양성에 속도를 내고 있다.16일 시에 따르면 지역 바이오기업의 본격적인 성장 단계에 맞춰 기업 수요를 기반으로 한 맞춤형 인재를 양성하고 지역 정착을 유도하기 위해 총 522억 원 규모의 바이오 전문인력 양성사업을 집중 추진하고 있다.시는 이를 통해 연간 총 712명의 전문 바이오 인력 양성을 목표로 하고 있다. 주요 양성 분야는 장비 운용을 담당할 현장 실무 인력.,"[충남일보 심영운 기자] 대전시가 '기업하기 좋은 바이오도시' 조성을 위해 세계적인 기업들의 수요에 맞춘 전문인력 양성에 속도를 내고 있다.16일 시에 따르면 지역 바이오기업의 본격적인 성장 단계에 맞춰 기업 수요를 기반으로 한 맞춤형 인재를 양성하고 지역 정착을 유도하기 위해 총 522억 원 규모의 바이오 전문인력 양성사업을 집중 추진하고 있다.시는 이를 통해 연간 총 712명의 전문 바이오 인력 양성을 목표로 하고 있다. 주요 양성 분야는 장비 운용을 담당할 현장 실무 인력(고졸), 바이오 공정·품질관리를 위한 실무 인력(학사)",local,10,머크,,
2026-07-16,Client,2026-07-15 11:02:00,Naver News,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202607141104103840102085,"[더벨]투자 유치 바이오벤처 지원나선 KAIST, '포스트 A' 겨냥","전체 프로그램은 동화약품과 베링거인겔하임코리아, UCB파마 한국·중국·동남아시아 법인 대표를 지낸 박기환 KAIST 교수가 설계하고 운영한다. 투자자의 관점에서 기업가치를 평가하는 데 그치지 않고 실제... ","전체 프로그램은 동화약품과 베링거인겔하임코리아, UCB파마 한국·중국·동남아시아 법인 대표를 지낸 박기환 KAIST 교수가 설계하고 운영한다. 투자자의 관점에서 기업가치를 평가하는 데 그치지 않고 실제... ",local,10,베링거인겔하임,,
2026-07-16,Client,2026-07-15 12:00:00,Naver News,https://www.dailypharm.com/user/news/340486?REFERER=NP,[데일리팜]삼성 출신 바이오벤처 줄줄이 IPO 진출…성공 DNA 탑재,"삼성에서 독립한 바이오·헬스케어 기업이 잇따라 기업공개(IPO)에 나서고 있다. 삼성종합기술원과 삼성바이오에피스, 삼성전자 등에서 연구개발(R&D) 경험을 쌓은 인재들의 창업이 상장과 기술이전 성과로 이어지면서 삼성이 새로운 바이오 사관학교로 자리 잡고 있다는 평가다. 15일 바이오 업계에 따르면 신약개발 바이오 기업 인제니아테라퓨틱스는 오는 20일부터 24일까지 기관투자자….","삼성에서 독립한 바이오·헬스케어 기업이 잇따라 기업공개(IPO)에 나서고 있다. 삼성종합기술원과 삼성바이오에피스, 삼성전자 등에서 연구개발(R&D) 경험을 쌓은 인재들의 창업이 상장과 기술이전 성과로 이어지면서 삼성이 새로운 바이오 사관학교로 자리 잡고 있다는 평가다. 15일 바이오 업계에 따르면 신약개발 바이오 기업 인제니아테라퓨틱스는 오는 20일부터 24일까지 기관투자자…",local,10,한독,,
2026-07-16,Client,2026-07-15 06:02:00,Naver News,https://www.news2day.co.kr/article/20260714500231,"[단독] HLB 간암 신약, FDA 데이터 무결성 허들에 승인 '안갯속'",HLB가 간암 신약 ‘리보세라닙’에 대한 재허가 준비에 착수한 가운데 미국 식품의약국(FDA)이 발부한 보완요구서한(CRL)의 구체적인 배경을 두고 해석이 분분하다. 15일 제약·바이오업계에 따르면 지난 9일(현지시간) HLB 미국 자회사 엘.,[뉴스투데이=서민지 기자] HLB가 간암 신약 ‘리보세라닙’에 대한 재허가 준비에 착수한 가운데 미국 식품의약국(FDA)이 발부한 보완요구서한(CRL)의 구체적인 배경을 두고 해석이 분분하다. 15일 제약·바이오업계에 따르면 지난 9일(현지시간) HLB 미국 자회사 엘,local,10,BMS,,
2026-07-16,Client,2026-07-16 06:06:00,Naver News,https://www.medipana.com/news/articleView.html?idxno=414639,"""혈관 내·외 용혈 함께 관리""…PNH 치료, C3로 확장 - 메디파나뉴스",발작성 야간 혈색소뇨증(PNH) 치료의 초점이 혈관 내 용혈을 억제하는 C5 보체 억제에서 혈관 내·외 용혈을 함께 관리하는 C3.,[메디파나뉴스 = 최인환 기자] 발작성 야간 혈색소뇨증(PNH) 치료의 초점이 혈관 내 용혈을 억제하는 C5 보체 억제에서 혈관 내·외 용혈을 함께 관리하는 C3,local,10,한독,,
