date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward,rl_score
2026-02-06,Daily,2026-02-05 21:52:00,Naver News,http://www.newsmp.com/news/articleView.html?idxno=251502,"메드트로닉, 휴고 로봇 전용 '리가슈어 RAS' 국내 출시 外","국내 난임 전문의를 대상으로 '레코벨(성분명 폴리트로핀 델타)'의 최신 리얼월드(RWE, 실제 임상 근거)... 국내 난임 전문의를 대상으로 '레코벨(성분명 폴리트로핀 델타)'의 최신 리얼월드(RWE, 실제 임상 근거)... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 18:18:00,Naver News,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=66189,"국립중앙의료원 신축이전, 1조 8천억 원 확정···내년 상반기 ‘첫 삽...","아울러 당초 사업 범위에는 포함되어 있지 않았던 중앙응급의료센터, 중앙치매센터, 공공보건의료지원센터, 중앙모자센터, 정책통계지원센터, 중앙난임상담센터 등(연면적 6,410㎡, 약 293억원, 실시설계 후 별도... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 17:44:00,Naver News,https://www.joongang.co.kr/article/25402933,"국립중앙의료원ㆍ중앙감염병병원, 내년 상반기 첫 삽","또 중앙응급의료센터와 중앙치매센터, 공공보건의료지원센터, 중앙모자센터, 정책통계지원센터, 중앙난임상담센터 등 6개 위탁사업 수행 기관의 사무공간도 마련된다. 해당 공간은 실시설계 이후 별도 사업비를... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 16:52:00,Naver News,https://kormedi.com/?p=2787257,아빠가 비타민 C·E 등 항산화제 고용량 먹으면 자녀에 악영향?,면역력 강화와 난임 치료 등에 효과가 있다고 알려진 항산화제를 남성이 고용량으로 섭취하면 자녀의 안면 기형이나 뇌 발달 장애를 유발할 수 있다는 연구 결과가 나왔다. 아빠의 건강에는 이상이 없더라도 정자의... ,local,5,난임,,
2026-02-06,Daily,2026-02-05 16:16:00,Naver News,http://www.whosaeng.com/167941,"한국페링제약, 보조생식학회서 레코벨 리얼월드 연구결과 공유",한국페링제약(대표이사 김민정)은 2월 1일 차바이오컴플렉스 국제회의실에서 열린 ‘2026년 대한보조생식학회 제46차 학술대회’에서 국내 난임 전문의를 대상으로 난임 질환 치료제 ‘레코벨(성분명... ,local,5,난임,,
2026-02-06,Daily,2026-02-05 16:02:00,Naver News,http://www.samdailbo.com/news/articleView.html?idxno=259154,'일-가정 양립' 출산-육아 지원 제도 대폭 확대,"난임 치료 휴가 급여 상한액은 최초 2일분이 16만760원에서 16만8420원, 최초 1일분은 8만380원에서 8만4210원으로 올랐다. 육아기 근로시간 단축 급여액 산정 기준 금액 상한액도 매주 10시간 단축분 통상임금 100%가... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 15:40:00,Naver News,https://www.fntoday.co.kr/news/articleView.html?idxno=376726,"한화손보, 장기손보 최초 임신 직접 보장…배타적사용권 1년","아울러 한화손보는 체외수정 성공률 개선을 통한 난임 조기 극복을 지원하는 '착상확률개선 검사비', 불가피한 치료로 완경(폐경) 시 보장받을 수 있는 '치료에 의한 완경(폐경) 진단비' 특약으로도 각각 9개월의... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 15:01:00,Naver News,https://www.mt.co.kr/thebio/2026/02/05/2026020514562819655,1.8조에 국립중앙의료원 신축 이전…故이건희 회장 기부금 활용,당초 사업 범위에 포함되지 않았던 △중앙응급의료센터 △중앙치매센터 △공공보건의료지원센터 △중앙모자센터 △정책통계지원센터 △중앙난임상담센터 등 6개 위탁사업 수행 사무공간도 포함돼 설계가... ,local,5,난임,,
2026-02-06,Daily,2026-02-05 15:00:00,Naver News,http://www.enewstoday.co.kr/news/articleView.html?idxno=2391167,"배타적 사용권 신청 66% 급증···""실효성 위해 1년 보장 상향 절실""","최근 한화손해보험은 업계 최초로 임신 자체를 직접 보장하는 '임신지원금' 특약으로 장기손해보험 1년이라는 배타적 사용권을 획득했으며, 이 외에도 난임 조기 극복을 위한 '착상확률개선 검사비'와 '치료에 의한 완경... ",local,5,난임,,
2026-02-06,Daily,2026-02-05 14:58:00,Naver News,http://www.wikileaks-kr.org/news/articleView.html?idxno=182843,"""'레코벨', 일관된 난소 반응과 임신 성과 보여""",한국페링제약은 2026년 대한보조생식학회 제46차 학술대회에서 국내 난임 전문의를 대상으로 난임 질환 치료제 '레코벨'의 최신 리얼월드 연구결과를 공유했다고 5일 밝혔다. 이번 심포지엄에는 전국 난임... ,local,5,난임,,
2026-02-06,Daily,2026-02-05 07:12:00,Naver News,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3036122,"강덕영 대표 ""약가 인하 파고, '개량신약 초격차'로 넘는다""","""정부의 약가 인하 정책과 CSO(영업대행기관) 규제 강화 등 제약 업계를 둘러싼 환경은 그 어느 때보다... 최근 업계 내 잡음이 많은 CSO 문제와 관련해서도 ""우리는 정도(正道)를 걷겠다. 잡음 없이 흘러가는 대로, 있는... ",local,5,CSO,,
