date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward,rl_score
2026-05-28,Client,2026-05-28 17:14:00,Naver News,http://www.medical-tribune.co.kr/news/articleView.html?idxno=214066,"ADC · TPD · 이중특이항체 논의 글로벌 서밋, 내달 서울 개최","한슨 웨이드(Hanson Wade)가 주최하는 'World Targeted Therapeutics Summit South Korea'가 오는 6월 서울에서 개최되며, 국내외 바이오의약품 업계 관계자 300여 명 이상이 참석할 예정이다.내달 9일부터 11일까지 사흘간 열리는 이번 행사는.","한슨 웨이드(Hanson Wade)가 주최하는 'World Targeted Therapeutics Summit South Korea'가 오는 6월 서울에서 개최되며, 국내외 바이오의약품 업계 관계자 300여 명 이상이 참석할 예정이다.내달 9일부터 11일까지 사흘간 열리는 이번 행사는",local,10,암젠,,
2026-05-28,Client,2026-05-29 06:10:00,Naver News,http://www.newsmp.com/news/articleView.html?idxno=253915,"[EASL 2026] 자디앙+오젬픽, 대사이상지방간질환 조절 가능성 제시","SGLT-2 억제제 자디앙(성분명 엠파글리플로진, 베링거인겔하임)과 GLP-1 RA 오젬픽(성분명 세마글루티드, 노보노디스크) 병용요법이 대사이상지방간질환(MASH)이 있는 제2형 당뇨병 환자에서 지방간과 간염증 수치를 개선했다는 연구 결과가 보고됐다.28일(현지시간) 유럽간학회 연례학술회의(EASL 2026)에서는 대사이상지방간질환(MASH)이 있는 제2형 당뇨병 환자를 대상으로 자디앙과 오젬픽 병용요법의 안전성과 효능을 평가한 임상 4상 COMBAT_T2_NASH 연구 결과가 발표됐다.이 연구는 F1~F3 등급의 간.","[의약뉴스] SGLT-2 억제제 자디앙(성분명 엠파글리플로진, 베링거인겔하임)과 GLP-1 RA 오젬픽(성분명 세마글루티드, 노보노디스크) 병용요법이 대사이상지방간질환(MASH)이 있는 제2형 당뇨병 환자에서 지방간과 간염증 수치를 개선했다는 연구 결과가 보고됐다.28일(현지시간) 유럽간학회 연례학술회의(EASL 2026)에서는 대사이상지방간질환(MASH)이 있는 제2형 당뇨병 환자를 대상으로 자디앙과 오젬픽 병용요법의 안전성과 효능을 평가한 임상 4상 COMBAT_T2_NASH 연구 결과가 발표됐다.이 연구는 F1~F3 등급의 간",local,10,노보노디스크,,
2026-05-28,Client,2026-05-27 19:42:00,Naver News,http://www.newsmp.com/news/articleView.html?idxno=253830,"아스텔라스, 5개년 기업 전략 계획 발표","일본 아스텔라스제약이 지속 가능한 성장을 달성하기 위한 새로운 중장기 성장 계획을 공개했다.아스텔라스는 전 세계 환자들에게 더 큰 가치를 창출하고 제공하기 위한 5개년 성장 전략인 기업전략계획(CSP2026)을 26일 발표했다.아스텔라스는 2026 회계연도부터 2030년 회계연도까지 주요 성과 달성을 위한 네 가지 전략적 목표를 수립했다.현재 아스텔라스는 고수익 전략 브랜드를 기반으로 매출 극대화를 추진하고 있다.이 브랜드에는 항체-약물 접합체 파드셉(Padcev), 안질환 치료제 아이저베이(Izervay), CLDN1.","[의약뉴스] 일본 아스텔라스제약이 지속 가능한 성장을 달성하기 위한 새로운 중장기 성장 계획을 공개했다.아스텔라스는 전 세계 환자들에게 더 큰 가치를 창출하고 제공하기 위한 5개년 성장 전략인 기업전략계획(CSP2026)을 26일 발표했다.아스텔라스는 2026 회계연도부터 2030년 회계연도까지 주요 성과 달성을 위한 네 가지 전략적 목표를 수립했다.현재 아스텔라스는 고수익 전략 브랜드를 기반으로 매출 극대화를 추진하고 있다.이 브랜드에는 항체-약물 접합체 파드셉(Padcev), 안질환 치료제 아이저베이(Izervay), CLDN1",local,10,아스텔라스,,
2026-05-28,Client,2026-05-26 06:58:00,Naver News,https://www.g-enews.com/view.php?ud=202605260651514539e7e8286d56_1,"에자이, 2028 회계연도 영업익 900억 엔 목표… 치매 신약 '레카네맙' 전면에 - 글로벌이코노믹","일본 대형 제약사 에자이가 알츠하이머병 치료 신약 '레켐비(성분명 레카네맙)'의 글로벌 시장 확대를 중심으로 한 새로운 3개년(2026~2028 회계연도) 중기 경영 계획을 공개했다. 에자이는 이번 계획을 통해 성장 정체 우려를 불식시키고, 최종 연도인 2028 회계연도까지 연결 매출액.","일본 대형 제약사 에자이가 알츠하이머병 치료 신약 '레켐비(성분명 레카네맙)'의 글로벌 시장 확대를 중심으로 한 새로운 3개년(2026~2028 회계연도) 중기 경영 계획을 공개했다. 에자이는 이번 계획을 통해 성장 정체 우려를 불식시키고, 최종 연도인 2028 회계연도까지 연결 매출액",local,10,바이오젠,,
2026-05-28,Client,2026-05-28 13:14:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3005264,유럽 세계 최초 혈당-케톤 센서 승인 - 의학신문,유럽에서 애보트가 세계 최초로 혈당-케톤 이중 센서의 CE 허가를 받았다고 발표했다. 이에 따라 당뇨병 환자는 기존의 혈액 및.,[의학신문·일간보사=김자연 기자] 유럽에서 애보트가 세계 최초로 혈당-케톤 이중 센서의 CE 허가를 받았다고 발표했다. 이에 따라 당뇨병 환자는 기존의 혈액 및,local,10,애보트,,
2026-05-28,Client,2026-05-29 05:45:00,Naver News,https://www.sportschosun.com/entertainment/2026-05-29/202605290100175690011723,"이지혜 남편, 마운자로 한달만 확 달라진 얼굴·뱃살...""팔다리 너무 얇아""","가수 이지혜의 남편이 비만 치료제 마운자로 한 달 만에 눈에 띄게 달라진 몸매와 얼굴선을 자랑했다. 28일 유튜브 채널 '밉지않은 관종언니'에는 ""역대급 미친물가! 이지혜 눈돌아간 대한민국 7대 시장 '광명시장' 맛집 투어""라는 제목의 영상이 게재됐다.","가수 이지혜의 남편이 비만 치료제 마운자로 한 달 만에 눈에 띄게 달라진 몸매와 얼굴선을 자랑했다. 28일 유튜브 채널 '밉지않은 관종언니'에는 ""역대급 미친물가! 이지혜 눈돌아간 대한민국 7대 시장 '광명시장' 맛집 투어""라는 제목의 영상이 게재됐다.",local,10,마운자로,,
2026-05-28,BD,2026-05-28 12:10:00,Naver News,https://new.dailypharm.com/user/news/338949?REFERER=NP,"[데일리팜]국내사, 신경통증약 '탈리제' 특허 1건 회피…제네릭 청신호",제네릭사들이 신경병증성 통증 치료제 ‘탈리제(미로가발린)’의 염‧조성물 특허 회피에 성공했다. 이들이 별도로 도전 중인 제제특허 회피에도 성공할 경우 제네릭 발매 시점을 2031년 6월로 앞당길 수 있게 된다. 28일 제약업계에 따르면 특허심판원은 휴온스‧동아에스티‧JW중외제약이 다이이찌산쿄를 상대로 청구한 탈리제 염‧조성물특허(10-2142257)에 대한 소극적 권리범위확인 심판에….,제네릭사들이 신경병증성 통증 치료제 ‘탈리제(미로가발린)’의 염‧조성물 특허 회피에 성공했다. 이들이 별도로 도전 중인 제제특허 회피에도 성공할 경우 제네릭 발매 시점을 2031년 6월로 앞당길 수 있게 된다. 28일 제약업계에 따르면 특허심판원은 휴온스‧동아에스티‧JW중외제약이 다이이찌산쿄를 상대로 청구한 탈리제 염‧조성물특허(10-2142257)에 대한 소극적 권리범위확인 심판에…,local,10,다이이찌산쿄,,
2026-05-28,BD,2026-05-26 16:38:00,Naver News,https://www.dt.co.kr/article/12064363?ref=naver,"韓 제약사 실적, 글로벌 비만약에 ‘희비’…GC녹십자·종근당 영업익 두자릿수 증가",올 1분기 전통제약사들의 실적은 외국 빅파마의 비만약 유통 여부에 따라 희비가 갈렸다. 글루카곤유사펩타이드-1(GLP-1) 계열 비만약인 ‘위고비’와 ‘마운자로’를 유통한 기업들은 영업이익이 두자릿 수 이상 올랐다. 이에 반해 한미약품은 일회성 요인으로 영업이익이 9.,올 1분기 전통제약사들의 실적은 외국 빅파마의 비만약 유통 여부에 따라 희비가 갈렸다.  글루카곤유사펩타이드-1(GLP-1) 계열 비만약인 ‘위고비’와 ‘마운자로’를 유통한 기업들은 영업이익이 두자릿 수 이상 올랐다. 이에 반해 한미약품은 일회성 요인으로 영업이익이 9,local,10,코프로모션,,
2026-05-28,BD,2026-05-28 07:30:00,Naver News,http://www.economytalk.kr/news/articleView.html?idxno=421584,"[진단] 아리바이오, 푸싱 선급금 수령… 어떤 리스크 덜었나? - 이코노미톡뉴스",아리바이오가 중국 푸싱제약과 체결한 약 47억 달러(한화 약 7조500억 원) 규모의 AR1001 글로벌 독점 판매 계약과 관련해.,[박정우 기자 @이코노미톡뉴스] 아리바이오가 중국 푸싱제약과 체결한 약 47억 달러(한화 약 7조500억 원) 규모의 AR1001 글로벌 독점 판매 계약과 관련해,local,10,판권,,
2026-05-28,Client,2026-05-29 06:02:00,Naver News,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=327833,"[약업신문]아스텔라스, ‘엑스탄디 특허절벽’ 정면 돌파…대형 딜·비용절감 병행",일본 제약사 아스텔라스(Astellas)가 전립선암 치료제 ‘엑스탄디(Xtandi)’ 특허절벽에 대비해 대규모 사업개발(BD) 전략과 비용 절감 체제를 동시에 강화하고 있다. 단순한 비용 축소를 넘어 후기 단계 자산 도입...,일본 제약사 아스텔라스(Astellas)가 전립선암 치료제 ‘엑스탄디(Xtandi)’ 특허절벽에 대비해 대규모 사업개발(BD) 전략과 비용 절감 체제를 동시에 강화하고 있다. 단순한 비용 축소를 넘어 후기 단계 자산 도입...,local,10,적응증,,
