date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,score_ag_norm,lgbm_score_norm,final_score,strategic_score,lgbm_component,is_top20
2026-03-13,Distribution,2026-03-12 12:00:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3000522,한국베링거인겔하임 관절염치료제 모빅 '국내 시장 철수' - 의학신문,"한국베링거인겔하임 관절염치료제 모빅이 국내 시장을 철수한다.한국베링거인겔하임은 최근 거래 의료기관, 의약품유통업체에게 '모빅 캡슐.","[의학신문·일간보사=김상일 기자]한국베링거인겔하임 관절염치료제 모빅이 국내 시장을 철수한다.한국베링거인겔하임은 최근 거래 의료기관, 의약품유통업체에게 '모빅 캡슐",local,10,베링거인겔하임,,,0.7913041399969943,,1.0,0.7913041399969943,11.677390285985272,19.0,8.53912897997896,True
2026-03-13,Distribution,2026-03-09 08:38:00,Naver News,http://www.lawissue.co.kr/view.php?ud=202603090837007498204ead0791_12,지피덤 약국 전용 플랫폼 바로팜 입점 및 유통 확대,더마 코스메틱 브랜드 지피덤이 약국 전용 B2B 플랫폼인 바로팜에 입점하며 유통망 확장에 나섰다.이번 입점은 미용 및 피부 관리에 특화된 약국 매장이 증가하는 시장 변화에 대응하기 위해 결정됐다. 지피덤은 전국 약국 네트워크를 보유한 플랫폼을 통해 제품 공급을 본격화하고 소비자와의 접점.,더마 코스메틱 브랜드 지피덤이 약국 전용 B2B 플랫폼인 바로팜에 입점하며 유통망 확장에 나섰다.이번 입점은 미용 및 피부 관리에 특화된 약국 매장이 증가하는 시장 변화에 대응하기 위해 결정됐다. 지피덤은 전국 약국 네트워크를 보유한 플랫폼을 통해 제품 공급을 본격화하고 소비자와의 접점,local,10,바로팜,,,0.8022295910891362,,1.0,0.8022295910891362,11.130924996336766,17.0,8.615607137623954,True
2026-03-13,Zuellig,2026-03-13 10:06:00,Naver News,https://www.yakup.com/news/index.html?mode=view&cat=16&nid=324543,"[약업신문]쥴릭, 한국 등 아시아 3개국서 ‘시알리스’ 전권 인수","쥴릭 파마社가 한국과 홍콩, 마카오에서 일라이 릴리社의 발기부전 및 양성 전립선 비대증(BPH) 치료제 ‘시알리스’(타달라필)에 대한 일체의 권한을 인수했다고 12일 공표했다.이에 따라 쥴릭 파마는 한국을 비롯...","쥴릭 파마社가 한국과 홍콩, 마카오에서 일라이 릴리社의 발기부전 및 양성 전립선 비대증(BPH) 치료제 ‘시알리스’(타달라필)에 대한 일체의 권한을 인수했다고 12일 공표했다.이에 따라 쥴릭 파마는 한국을 비롯...",local,10,쥴릭,,,0.7832478782087667,,1.0,0.7832478782087667,10.737914603222954,16.0,8.482735147461366,True
2026-03-13,Distribution,2026-03-11 20:22:00,Naver News,http://www.bizwnews.com/news/articleView.html?idxno=128513,"CHD제약 ""레비온, 바로팜 입점 2달만에 1000개 약국 공급 돌파""","CHD제약(대표 김창준)은 메디컬 스킨케어 브랜드 레비온(REVION)이 약국 경영 토털 플랫폼 바로팜의 더마 코스메틱관 입점을 통해 출시 약 2개월 만에 전국 1000개 이상의 약국에 진입했다고 11일 밝혔다.CHD제약에 따르면 이번 성과는 레비온의 제품 경쟁력과 국내 약국 플랫폼인 바로팜의 디지털 유통 역량이 결합된 결과로, 기존 제약·헬스케어 업계에서 일반적으로 활용되던 대면 영업 중심의 유통 방식에서 벗어나 전국 약사들이 사용하는 플랫폼 기반 유통 전략을 통해 공급 속도와 효율성을 크게 높였다는 점에서 의미가 있.","[비즈월드] CHD제약(대표 김창준)은 메디컬 스킨케어 브랜드 레비온(REVION)이 약국 경영 토털 플랫폼 바로팜의 더마 코스메틱관 입점을 통해 출시 약 2개월 만에 전국 1000개 이상의 약국에 진입했다고 11일 밝혔다.CHD제약에 따르면 이번 성과는 레비온의 제품 경쟁력과 국내 약국 플랫폼인 바로팜의 디지털 유통 역량이 결합된 결과로, 기존 제약·헬스케어 업계에서 일반적으로 활용되던 대면 영업 중심의 유통 방식에서 벗어나 전국 약사들이 사용하는 플랫폼 기반 유통 전략을 통해 공급 속도와 효율성을 크게 높였다는 점에서 의미가 있",local,10,바로팜,,,0.7807357220369866,,1.0,0.7807357220369866,10.425605037981235,15.0,8.465150054258906,True
2026-03-13,Client,2026-03-12 20:48:00,Naver News,https://www.khan.co.kr/article/202603122048005,비만치료제 ‘마운자로’ 품귀…다이어트 열풍에 환자들 피해,"다이어트를 위해 비만치료제를 찾는 사람이 늘면서 비만치료제 ‘마운자로’(성분명 티르제파타이드) 5㎎ 제품이 품귀 현상을 보이고 있다. 비급여 약제인 비만치료제는 정부가 별도로 수급 관리를 하지 않는데, 다이어트 수요가 몰리면서 정작 치료가 필요한 당뇨·비만 등 대사질환 환자들이 약을 구하지 못하고 있다. 12일 취재를 종합하면 마운자로 치료 시작 용량...","다이어트를 위해 비만치료제를 찾는 사람이 늘면서 비만치료제 ‘마운자로’(성분명 티르제파타이드) 5㎎ 제품이 품귀 현상을 보이고 있다. 비급여 약제인 비만치료제는 정부가 별도로 수급 관리를 하지 않는데, 다이어트 수요가 몰리면서 정작 치료가 필요한 당뇨·비만 등 대사질환 환자들이 약을 구하지 못하고 있다. 12일 취재를 종합하면 마운자로 치료 시작 용량...",local,10,품귀,,,0.802727632211341,,1.0,0.802727632211341,10.233365397835572,14.0,8.619093425479388,True
2026-03-13,Client,2026-03-12 15:14:00,Naver News,https://www.khan.co.kr/article/202603121514011,정작 필요한 환자는 못 구하는 ‘마운자로’···다이어트 열풍 속 ‘품귀’,"연초 다이어트를 위해 비만치료제를 찾는 사람들이 늘면서 비만치료제 ‘마운자로’(성분명 티르제파타이드) 5㎎ 제품이 최근 한 달 사이 품귀 현상을 보이고 있다. 비급여 약제인 비만치료제는 정부가 별도로 수급 관리를 하지 않기 때문에, 다이어트 수요가 몰리면서 정작 치료가 필요한 당뇨·비만 등 대사질환 환자들이 약을 구하지 못하는 부작용이 발생하고 있다....","연초 다이어트를 위해 비만치료제를 찾는 사람들이 늘면서 비만치료제 ‘마운자로’(성분명 티르제파타이드) 5㎎ 제품이 최근 한 달 사이 품귀 현상을 보이고 있다. 비급여 약제인 비만치료제는 정부가 별도로 수급 관리를 하지 않기 때문에, 다이어트 수요가 몰리면서 정작 치료가 필요한 당뇨·비만 등 대사질환 환자들이 약을 구하지 못하는 부작용이 발생하고 있다....",local,10,품절,,,0.801886509887159,,1.0,0.801886509887159,10.229243898447079,14.0,8.613205569210113,False
2026-03-13,BD,2026-03-13 05:56:00,Naver News,https://www.medicopharma.co.kr/news/articleView.html?idxno=67384,"릴리, 경구 비만치료제 ‘올포글리프론’ 출시 대비…中에 약 4조 투자","일라이 릴리(이하 릴리)가 경구용 비만치료제 ‘올포글리프론(orforglipron)’의 글로벌 출시 가능성에 대비해 중국 생산 및 공급망 확대 위한 대규모 투자에 나선다.12일 업계에 따르면, 릴리는 향후 10년간 중국 사업에 약 30억달러(약 4조원)를.","[메디코파마뉴스=이호빈 기자] 일라이 릴리(이하 릴리)가 경구용 비만치료제 ‘올포글리프론(orforglipron)’의 글로벌 출시 가능성에 대비해 중국 생산 및 공급망 확대 위한 대규모 투자에 나선다.12일 업계에 따르면, 릴리는 향후 10년간 중국 사업에 약 30억달러(약 4조원)를",local,10,사노피,,,0.7455816697387164,,1.0,0.7455816697387164,9.95335018171971,14.0,8.219071688171015,False
2026-03-13,BD,2026-03-13 06:00:00,Naver News,https://www.apsk.co.kr/news/articleView.html?idxno=538849,"릴리, 중국에 4조 투자 이유는?…K-제약 비만약 전략 촉각 - 메디팜스투데이","비만치료제 시장이 주사제에서 경구약으로 전환하면서 가격과 생산능력, 공급망 안정성이 더 중요한 변수로 떠올랐다. 일라이 릴리가 최근 중국에 약 30억달러(약 4조.","비만치료제 시장이 주사제에서 경구약으로 전환하면서 가격과 생산능력, 공급망 안정성이 더 중요한 변수로 떠올랐다. 일라이 릴리가 최근 중국에 약 30억달러(약 4조",local,10,판권,,,0.7451100612776106,,1.0,0.7451100612776106,9.951039300260291,14.0,8.215770428943273,False
2026-03-13,BD,2026-03-10 10:50:00,Naver News,http://www.medical-tribune.co.kr/news/articleView.html?idxno=213191,HK이노엔-타나베파마코리아 빈혈약 '바다넴' 코프로모션,"HK이노엔이 타나베파마코리아와 신성 빈혈 치료 신약 바다넴 정(성분 바다두스타트)의 국내 공동 프로모션 계약을 체결했다. 양사가 국내 영업 및 마케팅을 공동으로 진행하며, 유통은 HK이노엔이 담당한다.바다넴 정은 투석을 받는 만성 신장질환 성인 환자를 위한 경구용 치료제로, 저산소유도.","HK이노엔이 타나베파마코리아와 신성 빈혈 치료 신약 바다넴 정(성분 바다두스타트)의 국내 공동 프로모션 계약을 체결했다. 양사가 국내 영업 및 마케팅을 공동으로 진행하며, 유통은 HK이노엔이 담당한다.바다넴 정은 투석을 받는 만성 신장질환 성인 환자를 위한 경구용 치료제로, 저산소유도",local,10,코프로모션,,,0.7679534326356707,,1.0,0.7679534326356707,9.762971819914785,13.0,8.375674028449694,True
2026-03-13,BD,2026-03-06 12:24:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=135213,글로벌 제약 M&A ‘잔챙이 거래’ 줄고 ‘고래급 메가 빅딜’ 뚜렷,2025년 글로벌 제약바이오 산업의 딜 메이킹 시장은 전체 거래 건수 감소에도 불구하고 10억 달러 이상의 이른바 ‘빅딜’이 크게 늘며 거래 규모 측면에서 뚜렷한 반등을 나타냈다.국가신약개발재단(KDDF) R&D기획팀이 최근 발표한 ‘2025 Biopharma Dealmaking 분석’에 따르면 2025년 M&A(인수합병)와 파트너십 전체 거래 건수는 616건으로 전년(771건) 대비 감소했다.그러나 파트너십 거래 총액은 2660억 달러로 전년(1890억 달러) 대비 약 1.4배 증가했으며 M&A 규모 역시 1990억 달러를 기록해.,2025년 글로벌 제약바이오 산업의 딜 메이킹 시장은 전체 거래 건수 감소에도 불구하고 10억 달러 이상의 이른바 ‘빅딜’이 크게 늘며 거래 규모 측면에서 뚜렷한 반등을 나타냈다.국가신약개발재단(KDDF) R&D기획팀이 최근 발표한 ‘2025 Biopharma Dealmaking 분석’에 따르면 2025년 M&A(인수합병)와 파트너십 전체 거래 건수는 616건으로 전년(771건) 대비 감소했다.그러나 파트너십 거래 총액은 2660억 달러로 전년(1890억 달러) 대비 약 1.4배 증가했으며 M&A 규모 역시 1990억 달러를 기록해,local,10,켄뷰,,,0.7564260947030591,,1.0,0.7564260947030591,9.406487864044989,12.0,8.294982662921413,True
