date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,strategic_score,lgbm_component,strategic_score_norm,final_score,is_top20
2026-08-20,Distribution,2026-08-18 10:28:00,Naver News,https://bizhankook.com/articles/geo-young-expands-digital-medical-devices.html,"[단독] ‘의약품 물류 공룡’ 지오영, 디지털 헬스케어 사업 나선다",국내 최대 의약품 유통 기업 지오영이 에이닷큐어와 협력하며 디지털 의료기기 유통 시장에 본격 진출합니다. 전국적인 병원 네트워크와 물류 인프라를 활용해 디지털 헬스케어 스타트업의 제품 상용화 및 병원 진입을 전폭 지원할 계획입니다.,국내 최대 의약품 유통 기업 지오영이 에이닷큐어와 협력하며 디지털 의료기기 유통 시장에 본격 진출합니다. 전국적인 병원 네트워크와 물류 인프라를 활용해 디지털 헬스케어 스타트업의 제품 상용화 및 병원 진입을 전폭 지원할 계획입니다.,local,10,지오영,,,0.9087516853243846,,13.0,9.087516853243846,5.909090909090909,7.816146475582672,True
2026-08-20,Distribution,2026-08-21 05:00:00,Naver News,https://www.etoday.co.kr/news/view/2615117,"잠자는 의약품 데이터 깨워야…AI 수급 예측, ‘품절 악순환’ 끊는다[약의 길을 바꾸자-下①]",전국 약국과 병원에서 고질적으로 반복되는 의약품 품절 사태의 원인으로 ‘정보 단절’이 지목됐다.,(그래픽=신미영 기자 win8226@)전국 약국과 병원에서 고질적으로 반복되는 의약품 품절 사태의 원인으로 ‘정보 단절’이 지목됐다. 제약사의 생산부터,local,10,지오영,,,0.9020112053009075,,12.0,9.020112053009075,5.454545454545454,7.593885413623627,True
2026-08-20,BD,2026-08-20 20:38:00,Naver News,https://www.techm.kr/news/articleView.html?idxno=154484,"'닥터나우 방지법' 결국 국회 통과…벤처업계 ""제2의 타다 사태 우려""",비대면 진료 플랫폼의 의약품 도매업 겸업을 제한하는 약사법 개정안이 결국 국회 문턱을 넘었다. 비대면 진료가 제도권 의료서비스로 자리 잡아가는 상황에서 플랫폼의 의약품 유통시장 진출에는 제동이 걸린 셈이다. 벤처업계는 특정 사업모델을 법으로 차단한 '제2의 타다 금지법'이 될 수 있다며 반발하고 있다.20일 관련 업계에 따르면 국회는 이날 본회의에서 비대면 진료 중개업자의 의약품 도매업 겸영을 제한하는 내용의 약사법 개정안을 통과시켰다.,비대면 진료 플랫폼의 의약품 도매업 겸업을 제한하는 약사법 개정안이 결국 국회 문턱을 넘었다. 비대면 진료가 제도권 의료서비스로 자리 잡아가는 상황에서 플랫폼의 의약품 유통시장 진출에는 제동이 걸린 셈이다. 벤처업계는 특정 사업모델을 법으로 차단한 '제2의 타다 금지법'이 될 수 있다며 반발하고 있다.20일 관련 업계에 따르면 국회는 이날 본회의에서 비대면 진료 중개업자의 의약품 도매업 겸영을 제한하는 내용의 약사법 개정안을 통과시켰다. 현재 비대면 진료 플랫폼 가운데 의약품 도매업을 함께 영위하는 곳이 사실상 닥터나우뿐이어서 업계,local,10,제휴,,,0.9523823984109449,,10.0,9.523823984109448,4.545454545454545,7.532476208647487,True
2026-08-20,BD,2026-08-20 12:46:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=141323,"얹어주고, 풀어주고, 선물주고 …  중견제약사 ‘CSO 활용법’ 다양","국내 중견제약사들이 영업대행업체(CSO)를 활용한 시장 점유율 확대에 박차를 가하고 있다. 신제품 라인업 강화부터 판매 수수료 추가 지급, 진입 장벽을 낮춘 실적 완화 정책까지 공격적인 영업 마케팅을 펼치며 CSO 판도 변화에 나선 모양새다.20일 유통업계 및 제약업계에 따르면 제품 라인업 확대를 통한 CSO 영업망 공략이 눈에 띈다. 대화제약은 오는 9월 1일 해열진통소염제(NSAIDs) 신제품 '펠트론정'을 출시하며 '트론' 시리즈의 라인업을 한층 강화한다.","국내 중견제약사들이 영업대행업체(CSO)를 활용한 시장 점유율 확대에 박차를 가하고 있다. 신제품 라인업 강화부터 판매 수수료 추가 지급, 진입 장벽을 낮춘 실적 완화 정책까지 공격적인 영업 마케팅을 펼치며 CSO 판도 변화에 나선 모양새다.20일 유통업계 및 제약업계에 따르면 제품 라인업 확대를 통한 CSO 영업망 공략이 눈에 띈다. 대화제약은 오는 9월 1일 해열진통소염제(NSAIDs) 신제품 '펠트론정'을 출시하며 '트론' 시리즈의 라인업을 한층 강화한다. 펠트론정은 급성 상기도염 해열 및 골관절염, 류마티스관절염, 요통 완화",local,10,CSO,,,0.9271304708942715,,10.0,9.271304708942715,4.545454545454545,7.380964643547447,True
2026-08-20,Distribution,2026-08-20 11:30:00,Naver News,https://www.m-i.kr/news/articleView.html?idxno=1404091,"중국 수출 문턱 낮춘다…식약처, 식품 등록 간소화·라면 수출길 확보",매일일보 = 이선민 기자 | 식품의약품안전처가 중국 해관총서와 수출 식품 등록 절차를 간소화하고 고기 성분이 들어간 라면의 중국 수출을 허용하는 등 K-푸드의 중국 시장 진출을 위한 규제 개선에 나섰다.식품의약품안전처는 20일 중국 다롄에서 열린 ‘2026 APEC 세관-기업 대화’를 계기로 중국 해관총서와 식품안전 분야 협력문서 3건을 체결했다고 밝혔다.이번 협력문서에는 △중국 수출 식품 생산업체 등록 절차 개선 △고기 성분이 함유된 라면의 대중국 수출 위생요건 마련 △수출입 수산물 전자위생증명서 도입 등이 담겼다.APEC 세관-.,매일일보 = 이선민 기자 | 식품의약품안전처가 중국 해관총서와 수출 식품 등록 절차를 간소화하고 고기 성분이 들어간 라면의 중국 수출을 허용하는 등 K-푸드의 중국 시장 진출을 위한 규제 개선에 나섰다.식품의약품안전처는 20일 중국 다롄에서 열린 ‘2026 APEC 세관-기업 대화’를 계기로 중국 해관총서와 식품안전 분야 협력문서 3건을 체결했다고 밝혔다.이번 협력문서에는 △중국 수출 식품 생산업체 등록 절차 개선 △고기 성분이 함유된 라면의 대중국 수출 위생요건 마련 △수출입 수산물 전자위생증명서 도입 등이 담겼다.APEC 세관-,local,10,DHL,,,0.7921794737916051,,13.0,7.921794737916051,5.909090909090909,7.1167132063859935,True
2026-08-20,Reimbursement,2026-08-21 05:56:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=541095,“처방전 받으러 오던 약국은 끝났다”…위기의 美 동네약국이 꺼내든 미래전략? - 약사공론,"미국에서도 지역약국의 위기는 더 이상 새로운 이야기가 아니다.처방 조제 수익 감소, 처방약급여관리회사(PBM)의 낮은 보상, 인력난과 폐업 증가 속에서 미국 약국.","미국에서도 지역약국의 위기는 더 이상 새로운 이야기가 아니다.처방 조제 수익 감소, 처방약급여관리회사(PBM)의 낮은 보상, 인력난과 폐업 증가 속에서 미국 약국",local,2,급여,,,0.9047416889325935,,9.0,9.047416889325936,4.090909090909091,7.064813769959198,True
2026-08-20,Supply Issues,2026-08-20 05:00:00,Naver News,https://www.etoday.co.kr/news/view/2615984,의약품 유통 시장 108조…약은 넘치는데 약국엔 없다 [약의 길을 바꾸자-上①],국내 의약품 유통시장이 100조원을 넘어 성장한 가운데 4000개가 넘는 도매업체와 도매상 간 거래가 얽힌 복잡한 유통구조는 여전하다.,▲(사진=AI 생성)국내 의약품 유통시장이 100조원을 넘어 성장한 가운데 4000개가 넘는 도매업체와 도매상 간 거래가 얽힌 복잡한 유통구조는 여전하다,local,2,품절,,,0.9321758810077856,,8.0,9.321758810077856,3.6363636363636367,7.047600740592169,True
2026-08-20,Client,2026-08-20 06:02:00,Naver News,https://www.dailypharm.com/user/news/341576?REFERER=NP,[데일리팜]KHF 관통한 병원 AX 혁신…이젠 '연결과 생태계' 시대,"병원 혁신의 무게중심이 개별 디지털 기술의 도입에서 솔루션 간 연결과 실제 활용으로 옮겨가고 있다. 지난 19일 서울 코엑스에서 막을 올린 국제 병원 및 헬스테크 박람회(KHF2026)에서도 이러한 변화가 전시장 전반을 관통했다. 대웅제약은 12개 디지털헬스 기업을 하나의 얼라이언스로 묶었고, 올해 처음 마련된 디지털병리 특별관에서는 스캐너와 인공지능(AI), 제약·진단기업이 연….","병원 혁신의 무게중심이 개별 디지털 기술의 도입에서 솔루션 간 연결과 실제 활용으로 옮겨가고 있다. 지난 19일 서울 코엑스에서 막을 올린 국제 병원 및 헬스테크 박람회(KHF2026)에서도 이러한 변화가 전시장 전반을 관통했다. 대웅제약은 12개 디지털헬스 기업을 하나의 얼라이언스로 묶었고, 올해 처음 마련된 디지털병리 특별관에서는 스캐너와 인공지능(AI), 제약·진단기업이 연…",local,10,로슈,,,0.8656690438329632,,10.0,8.656690438329631,4.545454545454545,7.012196081179597,True
2026-08-20,Reimbursement,2026-08-20 18:36:00,Naver News,https://www.news1.kr/bio/welfare-medical/6264887,'닥터나우 방지법' 9개월만 국회 통과…플랫폼 의약품 도매 금지,"Access Denied You don't have permission to access ""http://www.news1.kr/bio/welfare-medical/6264887"" on this server. Reference #18.481c2117.1787261159.dee3430 https://errors.edgesuite.net/18.481c2117.1787261159.dee3430.","Access Denied
You don't have permission to access ""http://www.news1.kr/bio/welfare-medical/6264887"" on this server.
Reference #18.481c2117.1787261159.dee3430
https://errors.edgesuite.net/18.481c2117.1787261159.dee3430",local,2,급여,,,0.8828351795411647,,9.0,8.828351795411647,4.090909090909091,6.9333747136106245,False
2026-08-20,BD,2026-08-21 02:10:00,Naver News,https://www.pharmnews.com/news/articleView.html?idxno=305732,3개사 이하 약가보호 외면...제약업계 '유예 패키지' 필요성 제시 - 팜뉴스,"보건당국의 기등재 의약품 약가 재조정이 본격화되는 가운데, 동일 성분·제제를 생산하는 업체가 3개 이하인 소수 생산 품목에 대한 보호 대책이 논의에서 제외되어 있.","보건당국의 기등재 의약품 약가 재조정이 본격화되는 가운데, 동일 성분·제제를 생산하는 업체가 3개 이하인 소수 생산 품목에 대한 보호 대책이 논의에서 제외되어 있",local,10,제네릭,,,0.9401345183544387,,7.0,9.401345183544388,3.1818181818181817,6.913534382853905,True
