date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward,rl_score
2026-07-02,Client,2026-06-29 09:52:00,Naver News,https://www.pharmnews.com/news/articleView.html?idxno=304500,"케어젠, 'BIO USA 2026' 참가… 글로벌 제약사와 파트너링 미팅 진행 - 팜뉴스",펩타이드 바이오기업 케어젠(대표 정용지)은 6월 22일부터 25일(현지 시간)까지 미국 샌디에이고 컨벤션센터에서 열린 바이오 산업 파트너링.,[팜뉴스=김응민 기자] 펩타이드 바이오기업 케어젠(대표 정용지)은 6월 22일부터 25일(현지 시간)까지 미국 샌디에이고 컨벤션센터에서 열린 바이오 산업 파트너링,local,10,바이엘,,
2026-07-02,Distribution,2026-06-29 11:32:00,Naver News,https://www.dailypharm.com/user/news/339888?REFERER=NP,[데일리팜]약사가 전하는 '잘 나이 드는 법'…주경미 교수 건강동화 출간,"약사이자 상담심리학자인 주경미 교수가 시니어의 몸과 마음을 함께 돌보는 건강 치유 동화집 백 살까지 춤추는 나무를 출간했다. 도서출판 정다와는 최근 주 교수가 집필한 잘 나이 드는 어른들을 위한 다정한 건강동화-백 살까지 춤추는 나무를 펴냈다고 밝혔다. 국내가 초고령사회에 진입하면서 건강수명에 대한 관심은 높아지고 있지만, 건강 관련 정보는 여전히 질병과 치료 중심에….","약사이자 상담심리학자인 주경미 교수가 시니어의 몸과 마음을 함께 돌보는 건강 치유 동화집 백 살까지 춤추는 나무를 출간했다. 도서출판 정다와는 최근 주 교수가 집필한 잘 나이 드는 어른들을 위한 다정한 건강동화-백 살까지 춤추는 나무를 펴냈다고 밝혔다. 국내가 초고령사회에 진입하면서 건강수명에 대한 관심은 높아지고 있지만, 건강 관련 정보는 여전히 질병과 치료 중심에…",local,10,지오영,,
2026-07-02,BD,2026-07-02 06:01:00,Naver News,https://biz.chosun.com/science-chosun/bio/2026/07/02/QYOLEQML2RG7RDDXFBRTH2USOA/?utm_source=naver&utm_medium=original&utm_campaign=biz,"[단독] 제테마, GLP-1 복제약 국내 도입 본계약…에스테틱 넘어 전문의약품 키운다","단독 제테마, GLP-1 복제약 국내 도입 본계약에스테틱 넘어 전문의약품 키운다 인도 자이더스와 비만 치료제 사업화 본계약 2028년 세마글루타이드 제네릭 국내 출시 노안 개선 점안제도 연내 허가ETC 사업 육성 기존 필러 사업은 현금창출원으로 유지.","단독 제테마, GLP-1 복제약 국내 도입 본계약에스테틱 넘어 전문의약품 키운다 인도 자이더스와 비만 치료제 사업화 본계약 
2028년 세마글루타이드 제네릭 국내 출시 
노안 개선 점안제도 연내 허가ETC 사업 육성 
기존 필러 사업은 현금창출원으로 유지",local,10,CSO,,
2026-07-02,BD,2026-07-03 06:12:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=77354,"제네릭사들, 코대원에스 특허도전 일단 성공... 대원제약 반격할까",특허등록까지 5년 걸렸던 대원제약 '코대원에스' 특허가 국내사 도전 1년 만에 뚫렸다. 시판후조사까지 2주일 남은 상황이라 제네릭 진입 가능성도 높아졌다.특허심판원은 지난달 30일 영진약품 등 10개사가 청구한 '호흡기 질환 예방 및 치료용 약학 조성물' 특허의 무효심판에 제네릭사 손을 들어주는 청구성립 심결을 내렸다. 해당 특허는 당초 2038년 10월 19일 특허기한이 만료될 예정이었다.이 특허는 대원제약의 호흡기질환 대표 품목인 '코대원에스시럽'의 조성 관련 내용을 다루고 있다.,"특허등록까지 5년 걸렸던 대원제약 '코대원에스' 특허가 국내사 도전 1년 만에 뚫렸다. 시판후조사까지 2주일 남은 상황이라 제네릭 진입 가능성도 높아졌다.특허심판원은 지난달 30일 영진약품 등 10개사가 청구한 '호흡기 질환 예방 및 치료용 약학 조성물' 특허의 무효심판에 제네릭사 손을 들어주는 청구성립 심결을 내렸다. 해당 특허는 당초 2038년 10월 19일 특허기한이 만료될 예정이었다.이 특허는 대원제약의 호흡기질환 대표 품목인 '코대원에스시럽'의 조성 관련 내용을 다루고 있다. 펠라고니움 시도이데스 추출물과 디히드로코데인,",local,10,제네릭,,
2026-07-02,Client,2026-07-02 06:02:00,Naver News,https://www.dailypharm.com/user/news/340031?REFERER=NP,[데일리팜]A형 혈우병신약 '데네시미그' 희귀약 신규 지정,A형 혈우병 치료제인 데네시미그(주사제)와 중등증 및 중증 성인 쇼그렌 질환 치료제인 이아날루맙(주사제)이 각각 희귀의약품으로 신규 지정됐다. 식약처는 1일 신규 희귀의약품을 지정해 공고했다. 이번 고시 개정을 통해 두 성분은 각각 약사법 제2조제18호 가목(별표 1)과 나목(별표 2) 희귀의약품 목록에 공식 등재되며 국내 희귀질환 치료 시장에 새로운 옵션을 제시하게 됐다.,A형 혈우병 치료제인 데네시미그(주사제)와 중등증 및 중증 성인 쇼그렌 질환 치료제인 이아날루맙(주사제)이 각각 희귀의약품으로 신규 지정됐다. 식약처는 1일 신규 희귀의약품을 지정해 공고했다. 이번 고시 개정을 통해 두 성분은 각각 약사법 제2조제18호 가목(별표 1)과 나목(별표 2) 희귀의약품 목록에 공식 등재되며 국내 희귀질환 치료 시장에 새로운 옵션을 제시하게 됐다. 먼…,local,10,노보노디스크,,
2026-07-02,Client,2026-07-01 17:39:00,Naver News,https://www.hankyung.com/article/2026070102231,치매 치료시장 커진다…임상·기술수출 활기,"치매 치료시장 커진다…임상·기술수출 활기, 작년 중추신경계 신약 임상 67건 승인…4년새 80% 증가 에이비엘·아리바이오 등 기술수출 성과도 잇따라.","치매 치료시장 커진다…임상·기술수출 활기, 작년 중추신경계 신약 임상 67건 승인&hellip;4년새 80% 증가 에이비엘&middot;아리바이오 등 기술수출 성과도 잇따라",local,10,BMS,,
2026-07-02,Client,2026-07-01 14:48:00,Naver News,https://www.koreahealthlog.com/news/articleView.html?idxno=57881,"질병 조절 힘든 '강직척추염', 주사치료 부담 덜었다",두 가지 종류 이상의 비스테로이드성항염제(NSAIDs)나 항류마티스약제(DMARDs)를 써도 질병 조절이 힘든 강직척추염 환자들의 주사치료 부담이 최근 덜어졌다. 지난달 1일 먹는 JAK1억제제 '린버크(성분명 유파다시티닙)'가 생물학적·표적합성 항류마티스제 1차 건강보험 급여 약제로 쓰일 수 있게 되면서 NSAIDs·DMARDs에 효과를 보지 못해 어쩔 수 없이 생물학적·표적합성 항류마티스제 주사치료로 넘어가야 했던 강직척추염 치료환경이 변화된 덕분이다. 경희대병원 류마티스내과 홍승재 교수는 1일 한국애브비가 강직척추염에서 린버크.,두 가지 종류 이상의 비스테로이드성항염제(NSAIDs)나 항류마티스약제(DMARDs)를 써도 질병 조절이 힘든 강직척추염 환자들의 주사치료 부담이 최근 덜어졌다. 지난달 1일 먹는 JAK1억제제 '린버크(성분명 유파다시티닙)'가 생물학적·표적합성 항류마티스제 1차 건강보험 급여 약제로 쓰일 수 있게 되면서 NSAIDs·DMARDs에 효과를 보지 못해 어쩔 수 없이 생물학적·표적합성 항류마티스제 주사치료로 넘어가야 했던 강직척추염 치료환경이 변화된 덕분이다. 경희대병원 류마티스내과 홍승재 교수는 1일 한국애브비가 강직척추염에서 린버크,local,10,애브비,,
2026-07-02,Client,2026-06-29 09:24:00,Naver News,http://www.newsprime.co.kr/news/article.html?no=738250,"나노엔텍, '글로벌 빅파마' 길리어드 子 카이트파마에 세포 대량 분석 ...","리제네론 이어 글로벌 CAR-T 세포치료제 분야 선도기업 확보…""베링거와도 현장 시연"" 나노엔텍은 글로벌... 나노엔텍은 이번 PO수령으로 리제네론에 이어 글로벌 CAR-T 세포치료제 분야 선도기업까지 고객사로... ","리제네론 이어 글로벌 CAR-T 세포치료제 분야 선도기업 확보…""베링거와도 현장 시연"" 나노엔텍은 글로벌... 나노엔텍은 이번 PO수령으로 리제네론에 이어 글로벌 CAR-T 세포치료제 분야 선도기업까지 고객사로... ",local,10,리제네론,,
2026-07-02,Client,2026-07-01 18:12:00,Naver News,https://www.econovill.com/news/articleView.html?idxno=744050,ADC 다음은 NDC…차세대 약물접합체 시장 커진다,"글로벌 제약·바이오 시장에서 차세대 약물접합체(NDC)가 새로운 성장축으로 부상할 것이라는 전망이 나왔다. 항체약물접합체(ADC)에 이어, 최근에는 RNA 기반 치료제와 방사성의약품 등으로 접합체 기술의 적용 범위가 넓어지고 있기 때문이다.1일 한국바이오협회 바이오경제연구센터가 최근 발간한 ‘글로벌 차세대 약물 접합체 시장 현황 및 전망’에 따르면 2025년 글로벌 차세대 약물접합체 시장은 139억달러 규모를 기록했다. 시장은 올해부터 오는 2035년까지 연평균 11.7% 성장해 2035년 425억달러까지 확대될 것으로 전망된다.","글로벌 제약·바이오 시장에서 차세대 약물접합체(NDC)가 새로운 성장축으로 부상할 것이라는 전망이 나왔다. 항체약물접합체(ADC)에 이어, 최근에는 RNA 기반 치료제와 방사성의약품 등으로 접합체 기술의 적용 범위가 넓어지고 있기 때문이다.1일 한국바이오협회 바이오경제연구센터가 최근 발간한 ‘글로벌 차세대 약물 접합체 시장 현황 및 전망’에 따르면 2025년 글로벌 차세대 약물접합체 시장은 139억달러 규모를 기록했다. 시장은 올해부터 오는 2035년까지 연평균 11.7% 성장해 2035년 425억달러까지 확대될 것으로 전망된다.",local,10,다이이찌산쿄,,
2026-07-02,BD,2026-07-02 17:28:00,Naver News,http://www.financialreview.co.kr/news/articleView.html?idxno=43294,[오늘의 제약리뷰] 동아제약·동아오츠카·대웅제약·JW중외제약,2일 제약·바이오 업계의 소식. 동아제약이 어린이 칫솔 브랜드 '조르단'의 신제품 '해피스마일'을 출시했다. 동아오츠카는 올해 국제안전보건전시회에 참가하며 4년 연속 온열질환 예방을 위한 솔루션을 소개한다. 대웅바이오는 영진약품과 '전문의약품 2종에 대한 공동판매 계약을 체결해 호흡기 및 항감염 치료제 포트폴리오를 확장한다. JW중외제약의 공익재단인 JW이종호재단은 '기초과학자 장학생 네트워킹데이'를 개최해 진로 탐색 및 R&D 시설 투어 등 교류 프로그.,[파이낸셜리뷰=김경은 기자] 2일 제약·바이오 업계의 소식. 동아제약이 어린이 칫솔 브랜드 &#39;조르단&#39;의 신제품 &#39;해피스마일&#39;을 출시했다. 동아오츠카는 올해 국제안전보건전시회에 참가하며 4년 연속 온열질환 예방을 위한 솔루션을 소개한다. 대웅바이오는 영진약품과 &#39;전문의약품 2종에 대한 공동판매 계약을 체결해 호흡기 및 항감염 치료제 포트폴리오를 확장한다. JW중외제약의 공익재단인 JW이종호재단은 &#39;기초과학자 장학생 네트워킹데이&#39;를 개최해 진로 탐색 및 R&D 시설 투어 등 교류 프로그,local,10,공동판매,,
2026-07-02,BD,2026-07-01 16:48:00,Naver News,https://news.dealsitetv.com/articles/172703,"[제약+] 삼진제약, 필수·퇴장방지약 '삼진로라제팜주' 공급 外","코프로모션 계약을 체결했다고 1일 밝혔다. 이번 계약에 따라 SK케미칼은 300병상 이하 병·의원을, 한국에자이는 300병상 이상 의료기관을 대상으로 프로모션 활동을 맡는다. 데이비고의 전국 유통은 SK케미칼이... ","코프로모션 계약을 체결했다고 1일 밝혔다. 이번 계약에 따라 SK케미칼은 300병상 이하 병·의원을, 한국에자이는 300병상 이상 의료기관을 대상으로 프로모션 활동을 맡는다. 데이비고의 전국 유통은 SK케미칼이... ",local,10,코프로모션,,
2026-07-02,BD,2026-07-02 16:36:00,Naver News,https://www.mt.co.kr/thebio/2026/07/02/2026070216053612961,공모가 무너진 바이오 새내기들…하반기 모멘텀이 반등 계기될까 - 머니투데이,"올 하반기 기술이전과 품목허가 등 매출로 이어질 수 있는 가시적인 성과가 반등 여부를 결정지을 것으로 전망된다. 업계 관계자는 ""최근엔 기술이전을 해도 시장의 관심을 받기가 어려운 상황이지만, 사업화 능력을 입증한 곳들은 그렇지 않은 곳들에 비해 낙폭이 적다""며 ""쏠림 현상이 있는 건 맞지만 언제까지나 수급에 대한 얘기만 할 수는 없다.","올 하반기 기술이전과 품목허가 등 매출로 이어질 수 있는 가시적인 성과가 반등 여부를 결정지을 것으로 전망된다. 업계 관계자는 ""최근엔 기술이전을 해도 시장의 관심을 받기가 어려운 상황이지만, 사업화 능력을 입증한 곳들은 그렇지 않은 곳들에 비해 낙폭이 적다""며 ""쏠림 현상이 있는 건 맞지만 언제까지나 수급에 대한 얘기만 할 수는 없다.",local,10,판권,,
2026-07-02,BD,2026-07-02 18:55:00,Naver News,https://www.dailian.co.kr/news/view/1662805/?sc=Naver,"[현장] ""혼자선 못 큰다""…제주 몰린 K-제약바이오 700곳",2일 제주 서귀포시 휘닉스 아일랜드 B동 곳곳은 국내외 제약 바이오 관계자들로 북적였다. 국내 대표 파트너링 프로그램 '인터비즈 바이오 파트너링투자포럼'이 이들을 이곳으로 모았다. 한국신약개발연구조합이 주관하는 인터비즈도 올해로 24회째다. 이제 제약 바이오 실무자들은 상반기를 마무리할 때 즈음이면 인터비즈를 떠올린다. 업황이 좋을 때나 나쁠 때나 꾸준히.,2일 제주 서귀포시 휘닉스 아일랜드 B동 곳곳은 국내외 제약 바이오 관계자들로 북적였다. 국내 대표 파트너링 프로그램 '인터비즈 바이오 파트너링투자포럼'이 이들을 이곳으로 모았다. 한국신약개발연구조합이 주관하는 인터비즈도 올해로 24회째다. 이제 제약 바이오 실무자들은 상반기를 마무리할 때 즈음이면 인터비즈를 떠올린다. 업황이 좋을 때나 나쁠 때나 꾸준히,local,10,M&A,,
2026-07-02,BD,2026-07-03 06:34:00,Naver News,https://www.dailymedi.com/news/news_view.php?wr_id=937960,개원가 중단 속출…전문병원 고심·대학병원 관망,﻿﻿﻿﻿﻿지난 1일 대구 소재 한 신경외과의원(왼쪽)과 서울 소재 한 대학병원이 도수치료 운영 중단을 안내했다.[서동준·박한재 기자] “2026년 7월 1일부터 도수치료를 중단합니다.”관리급여 시행 첫날 대구 소재 한 신경외과 의원은 도수치료 운영 중단을 안내했다. 해당 의원은 “근골격계 기능 회복을 위한 재활치료가 필요한 경우 대체치료를 진행할 예정”이라고 밝혔다.제도 시행과 동시에 도수치료를 멈춘 사례가 나온 셈이지만 개원가 진료현장이 일제히 중단으로 움직인 것은 아니었다. 서울 지역 일부 정형외과 의원에서는 별도 안내문 없이 ….,﻿﻿﻿﻿﻿지난 1일 대구 소재 한 신경외과의원(왼쪽)과 서울 소재 한 대학병원이 도수치료 운영 중단을 안내했다.[서동준·박한재 기자] “2026년 7월 1일부터 도수치료를 중단합니다.”관리급여 시행 첫날 대구 소재 한 신경외과 의원은 도수치료 운영 중단을 안내했다. 해당 의원은 “근골격계 기능 회복을 위한 재활치료가 필요한 경우 대체치료를 진행할 예정”이라고 밝혔다.제도 시행과 동시에 도수치료를 멈춘 사례가 나온 셈이지만 개원가 진료현장이 일제히 중단으로 움직인 것은 아니었다. 서울 지역 일부 정형외과 의원에서는 별도 안내문 없이 …,local,10,계약,,
2026-07-02,BD,2026-07-02 12:00:00,Naver News,https://www.medipana.com/news/articleView.html?idxno=413940,올해 상반기 의약품 허가 전년比 34.8%↑…전문약·제네릭 확대 - 메디파나뉴스,올해 상반기 식품의약품안전처로부터 품목허가를 획득한 의약품 수가 전년 동기 대비 30% 이상 증가한 것으로 나타났다.전문의약품 비.,[메디파나뉴스 = 강희재 기자] 올해 상반기 식품의약품안전처로부터 품목허가를 획득한 의약품 수가 전년 동기 대비 30% 이상 증가한 것으로 나타났다.전문의약품 비,local,10,생물학적제제,,
