date,category,published_date,site_name,url,title,summary,region,score_ag,keywords,reward,rl_score
2026-02-11,Distribution,2026-02-10 19:52:00,Naver News,https://www.newspim.com/news/view/20260210001449,"블루엠텍, 지난해 매출 1857억원...전년 대비 39% 증가","블루엠텍은 10일 지난해 매출로 전년 대비 39% 증가한 1857억원을 기록했다고 밝혔다. 다만, 영업이익은 19억8000만원 손실을 기록해 흑자 전환에 실패했다. 블루엠텍 측은 ""위고비, 마운자로 등 비만치료제 시장.",local,6,블루엠텍,,
2026-02-11,Distribution,2026-02-08 00:40:00,Naver News,http://www.bosa.co.kr/news/articleView.html?idxno=2269583,광주약사회 '한약사 약국 구분 입법·창고형 약국 저지' 결의,"광주광역시약사회(회장 김동균)는 2026년 2월 7일 제40회 정기대의원총회를 열고, 한약사 약국 구분 입법과 창고형 약국 입점 저지를 최우선 과제로 삼아 국민 의약품 안전과 약사 직능 보호를 위한 강한 의지를 밝혔다.총회는 박춘배 총회의장의 개회선언에 이어 위정순 여약사회장의 결의문 낭독과 피켓 시위로 뜨겁게 시작됐다. 위정순 회장은 “약사와 한약사의 면허 범위가 명확히 구분되어 있음에도 동일한 ‘약국’ 명칭으로 인한 혼선이 계속되고 있다”며 “이는 국민 생명과 직결된 문제로, 최근 발의된 약사법.",local,6,지오영,,
2026-02-11,Distribution,2026-02-11 15:42:00,Naver News,http://www.opinionnews.co.kr/news/articleView.html?idxno=133332,"'K-푸드 승전고'에도 웃지 못한 CJ제일제당, '와신상담'으로 반등 이뤄낼까","CJ그룹의 핵심 계열사 CJ제일제당이 창사 이래 가장 역동적인 변화와 복합적 위기가 교차하는 분기점에 섰다. K-푸드 열풍에 힘입어 해외 식품 매출이 사상 처음으로 국내 매출을 앞지르는 '골든크로스'를 달성했지만, 바이오 사업의 수익성 급락과 국내 소비 침체가 수익성을 악화시키고 있기 때문이다.이에, CJ제일제당은 당면한 위기를 돌파하기 위한 강도 높은 혁신을 예고하며 전열 재정비에 나섰다.역대급 해외 성과에도 드리운 성장 정체의 그림자최근 발표된 2025년 결산 실적에서는 CJ제일제당이 명실상부한 글로.",local,6,CJ,,
2026-02-11,Distribution,2026-02-10 09:18:00,Naver News,http://www.doctorstimes.com/news/articleView.html?idxno=236758,"중랑구醫, 건강돌봄 협치사업 성과 공유회 성료",중랑구의사회(회장 오동호)는 지난해 12월3일 오후 1시 서울 중랑구 용마 새마을금고 강당에서 건강돌봄 협치사업 성과 공유회를 열었다고 9일 밝혔다.이번 행사는 지난해 중랑구민들의 건강 증진을 위해 노력한 민·관협치의제사업의 성과를 공유하고 한 해를 마무리하고자 마련됐다. 중랑구의사회에 따르면 해당 사업은 지난해 11월 기준 △의원급 3곳 △한의원 5곳이 참여해 168명의 취약계층 환자에게 1064건을 수행했다.오동호 중랑구의사회장은 이날 “우리 사회가 보다 안전하고 자유로울 수 있도록 하기 위해서는 사각지대에 대한 관심과 대책이.,local,6,용마,,
2026-02-11,Distribution,2026-02-10 15:44:00,Naver News,https://www.pinpointnews.co.kr/news/articleView.html?idxno=428084,"한미약품, '로수젯·아모잘탄'으로 쓴 신약 신화","비만치료제 테마는 10일 장을 마치며 상승세로 거래를 끝냈다.테마 지수는 1%대 상승률을 기록하며 제약·바이오 업종 내에서 상대적 강세를 보였다. 글로벌 비만치료제 시장이 장기 성장 산업으로 부각되면서 관련 파이프라인을 보유한 국내 기업들에 매수세가 유입된 영향으로 풀이된다.장 초반부터 상승을 주도한 것은 중소형 바이오 종목들이었다.10일 한국거래소에 따르면, 이날 DXVX는 비만치료제 후보물질에 대한 기대가 부각되며 15% 이상 올라 4600원대에서 거래를 마쳤다. 신약 초기 단계 기업임에도 불구하고 기술 잠재력에 베팅하는 자금이.",local,6,블루엠텍,,
2026-02-11,Distribution,2026-02-11 11:22:00,Naver News,http://www.newswatch.kr/news/articleView.html?idxno=77642,"비알피랩스, '방광건강 안심요 1000' 출시",비알피랩스가 중장년층의 배뇨 건강 관리를 위한 약국 전용 건강기능식품 '방광건강 안심요 1000'을 출시했다고 11일 밝혔다.이번 신제품은 노화와 스트레스로 방광 기능 저하를 겪기 쉬운 중장년층을 대상으로 기획됐다. 잦은 화장실 이용이나 야간뇨 등으로 일상생활에 불편을 느끼는 소비자를 주요 타깃으로 한다. 제품명에 포함된 '1000'은 핵심 기능성 원료를 고함량으로 설계했다는 의미다.방광건강 안심요 1000에는 식품의약품안전처로부터 배뇨 기능 개선 기능성을 인정받은 개별인정형 원료인 호박씨등복합추출물이.,local,6,바로팜,,
2026-02-11,Distribution,2026-02-05 08:13:00,Naver News,http://www.edaily.co.kr/news/newspath.asp?newsid=02643686645347568,이의일 엑셀세라퓨틱스 대표 “대만 매출 두자릿수 이상 성장...화학조성배지로 패러다임 전환”,“대만은 엑셀세라퓨틱스의 핵심 지역으로 글로벌 사업 진출 지역 중 가장 빠르게 성과를 내고 있다. 현지 세포유전자치료제(CGT) 시장이 상업화 단계로 접어들면서 안전성이 보장된 화학조성배지 사용에 필수적인 환경이 조성되고 있다. 대만에서만 두 자릿수 이상의 매출 성장...,local,6,DKSH,,
2026-02-11,Distribution,2026-02-09 19:56:00,Naver News,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=323089,"[약업신문]블루엠텍, 김준석 대표이사 체제 돌입",의약품 플랫폼 기업 블루엠텍은 김현수 대표이사가 9일 사임함에 따라 김준석 사내이사를 대표이사로 변경키로 9일 이사회에서 결의했다. 신임 김준석(1977년생) 대표이사는 2027년부터 2022년 까지 사노피-...,local,6,블루엠텍,,
2026-02-11,Distribution,2026-02-09 18:58:00,Naver News,https://www.pinpointnews.co.kr/news/articleView.html?idxno=427672,"간(肝) 정밀 타격하는 'GalNAc'의 힘… 올릭스, 기술 수출 잭팟 예고","비만치료제 테마가 장을 마친 뒤 2%대 상승률을 기록했다. 글로벌 제약사들의 비만치료제 매출 확대 흐름과 함께 차세대 후보물질에 대한 기대가 재차 부각되며 테마 전반에 매수세가 유입됐다. 특히 임상 단계에 진입했거나 기술 차별성이 강조된 기업을 중심으로 강한 반등이 나타났다.9일 한국거래소에 따르면, 이날 가장 눈에 띈 종목은 올릭스였다. RNA 간섭(RNAi) 기반 치료제 플랫폼을 보유한 올릭스는 대사질환 파이프라인 기대가 다시 부각되며 9% 넘게 올라 13만4000원에 거래를 마쳤다.",local,6,블루엠텍,,
2026-02-11,Distribution,2026-02-06 06:04:00,Naver News,https://www.kpanews.co.kr/news/articleView.html?idxno=528958,"제약사 자사몰 확산에 유통업계 ""못 살겠네"" 대응 예고 - 약사공론",제약사 자사 온라인몰 확산을 둘러싼 의약품 유통업계의 문제 제기가 본격화되고 있다. 한국의약품유통협회는 제약사 기반 온라인몰이 빠르게 늘어나면서 약사법상 허용 범.,local,6,바로팜,,
